,trip_cat,num_rides,neighbourhood
0,0,17412,upper_manhattan
1,1,26786,upper_manhattan
2,2,12059,upper_manhattan
3,3,6117,upper_manhattan
4,4,3516,upper_manhattan
5,5,2691,upper_manhattan
6,6,2005,upper_manhattan
7,7,1561,upper_manhattan
8,8,922,upper_manhattan
9,9,531,upper_manhattan
10,10,320,upper_manhattan
11,11,241,upper_manhattan
12,12,136,upper_manhattan
13,13,97,upper_manhattan
14,14,85,upper_manhattan
15,15,71,upper_manhattan
16,16,42,upper_manhattan
17,17,136,upper_manhattan
18,18,279,upper_manhattan
19,19,78,upper_manhattan
20,20,17,upper_manhattan
21,21,12,upper_manhattan
22,22,7,upper_manhattan
23,23,6,upper_manhattan
24,24,6,upper_manhattan
25,25,47,upper_manhattan
26,0,2,lower_manhattan
27,1,3,lower_manhattan
28,2,1,lower_manhattan
29,3,1,lower_manhattan
30,4,6,lower_manhattan
31,5,1,lower_manhattan
32,6,3,lower_manhattan
33,7,0,lower_manhattan
34,8,2,lower_manhattan
35,9,1,lower_manhattan
36,10,0,lower_manhattan
37,11,0,lower_manhattan
38,12,0,lower_manhattan
39,13,0,lower_manhattan
40,14,0,lower_manhattan
41,15,0,lower_manhattan
42,16,0,lower_manhattan
43,17,0,lower_manhattan
44,18,0,lower_manhattan
45,19,0,lower_manhattan
46,20,0,lower_manhattan
47,21,0,lower_manhattan
48,22,0,lower_manhattan
49,23,0,lower_manhattan
50,24,0,lower_manhattan
51,25,0,lower_manhattan
52,0,49770,Downtown_Bk
53,1,80354,Downtown_Bk
54,2,52125,Downtown_Bk
55,3,37036,Downtown_Bk
56,4,23323,Downtown_Bk
57,5,14010,Downtown_Bk
58,6,10559,Downtown_Bk
59,7,7792,Downtown_Bk
60,8,5253,Downtown_Bk
61,9,3824,Downtown_Bk
62,10,3145,Downtown_Bk
63,11,2337,Downtown_Bk
64,12,1775,Downtown_Bk
65,13,1173,Downtown_Bk
66,14,517,Downtown_Bk
67,15,338,Downtown_Bk
68,16,327,Downtown_Bk
69,17,436,Downtown_Bk
70,18,379,Downtown_Bk
71,19,183,Downtown_Bk
72,20,111,Downtown_Bk
73,21,65,Downtown_Bk
74,22,42,Downtown_Bk
75,23,33,Downtown_Bk
76,24,39,Downtown_Bk
77,25,179,Downtown_Bk
78,0,905,Bayridge_bk
79,1,1417,Bayridge_bk
80,2,950,Bayridge_bk
81,3,623,Bayridge_bk
82,4,338,Bayridge_bk
83,5,281,Bayridge_bk
84,6,271,Bayridge_bk
85,7,285,Bayridge_bk
86,8,203,Bayridge_bk
87,9,176,Bayridge_bk
88,10,163,Bayridge_bk
89,11,102,Bayridge_bk
90,12,92,Bayridge_bk
91,13,76,Bayridge_bk
92,14,49,Bayridge_bk
93,15,31,Bayridge_bk
94,16,26,Bayridge_bk
95,17,16,Bayridge_bk
96,18,11,Bayridge_bk
97,19,9,Bayridge_bk
98,20,14,Bayridge_bk
99,21,4,Bayridge_bk
100,22,14,Bayridge_bk
101,23,11,Bayridge_bk
102,24,8,Bayridge_bk
103,25,12,Bayridge_bk
