,trip_cat,num_rides,neighbourhood
0,0,19736,upper_manhattan
1,1,28899,upper_manhattan
2,2,12743,upper_manhattan
3,3,6208,upper_manhattan
4,4,3433,upper_manhattan
5,5,2714,upper_manhattan
6,6,1933,upper_manhattan
7,7,1624,upper_manhattan
8,8,1006,upper_manhattan
9,9,551,upper_manhattan
10,10,319,upper_manhattan
11,11,221,upper_manhattan
12,12,162,upper_manhattan
13,13,103,upper_manhattan
14,14,80,upper_manhattan
15,15,78,upper_manhattan
16,16,57,upper_manhattan
17,17,178,upper_manhattan
18,18,338,upper_manhattan
19,19,55,upper_manhattan
20,20,20,upper_manhattan
21,21,21,upper_manhattan
22,22,12,upper_manhattan
23,23,6,upper_manhattan
24,24,11,upper_manhattan
25,25,51,upper_manhattan
26,0,2,lower_manhattan
27,1,1,lower_manhattan
28,2,2,lower_manhattan
29,3,7,lower_manhattan
30,4,0,lower_manhattan
31,5,2,lower_manhattan
32,6,1,lower_manhattan
33,7,0,lower_manhattan
34,8,0,lower_manhattan
35,9,0,lower_manhattan
36,10,0,lower_manhattan
37,11,0,lower_manhattan
38,12,0,lower_manhattan
39,13,0,lower_manhattan
40,14,0,lower_manhattan
41,15,0,lower_manhattan
42,16,0,lower_manhattan
43,17,0,lower_manhattan
44,18,0,lower_manhattan
45,19,0,lower_manhattan
46,20,0,lower_manhattan
47,21,0,lower_manhattan
48,22,0,lower_manhattan
49,23,0,lower_manhattan
50,24,0,lower_manhattan
51,25,0,lower_manhattan
52,0,57113,Downtown_Bk
53,1,86865,Downtown_Bk
54,2,55518,Downtown_Bk
55,3,38701,Downtown_Bk
56,4,24092,Downtown_Bk
57,5,14533,Downtown_Bk
58,6,11282,Downtown_Bk
59,7,8195,Downtown_Bk
60,8,5505,Downtown_Bk
61,9,4053,Downtown_Bk
62,10,3307,Downtown_Bk
63,11,2662,Downtown_Bk
64,12,2043,Downtown_Bk
65,13,1314,Downtown_Bk
66,14,601,Downtown_Bk
67,15,425,Downtown_Bk
68,16,371,Downtown_Bk
69,17,514,Downtown_Bk
70,18,462,Downtown_Bk
71,19,242,Downtown_Bk
72,20,116,Downtown_Bk
73,21,82,Downtown_Bk
74,22,50,Downtown_Bk
75,23,39,Downtown_Bk
76,24,50,Downtown_Bk
77,25,234,Downtown_Bk
78,0,1018,Bayridge_bk
79,1,1618,Bayridge_bk
80,2,1080,Bayridge_bk
81,3,675,Bayridge_bk
82,4,467,Bayridge_bk
83,5,369,Bayridge_bk
84,6,267,Bayridge_bk
85,7,256,Bayridge_bk
86,8,188,Bayridge_bk
87,9,142,Bayridge_bk
88,10,112,Bayridge_bk
89,11,92,Bayridge_bk
90,12,78,Bayridge_bk
91,13,74,Bayridge_bk
92,14,40,Bayridge_bk
93,15,43,Bayridge_bk
94,16,18,Bayridge_bk
95,17,12,Bayridge_bk
96,18,12,Bayridge_bk
97,19,20,Bayridge_bk
98,20,14,Bayridge_bk
99,21,12,Bayridge_bk
100,22,5,Bayridge_bk
101,23,8,Bayridge_bk
102,24,6,Bayridge_bk
103,25,10,Bayridge_bk
