,trip_cat,num_rides,neighbourhood
0,0,18502,upper_manhattan
1,1,28318,upper_manhattan
2,2,12534,upper_manhattan
3,3,6560,upper_manhattan
4,4,3835,upper_manhattan
5,5,2730,upper_manhattan
6,6,1954,upper_manhattan
7,7,1549,upper_manhattan
8,8,1000,upper_manhattan
9,9,586,upper_manhattan
10,10,358,upper_manhattan
11,11,237,upper_manhattan
12,12,143,upper_manhattan
13,13,118,upper_manhattan
14,14,103,upper_manhattan
15,15,83,upper_manhattan
16,16,74,upper_manhattan
17,17,163,upper_manhattan
18,18,285,upper_manhattan
19,19,64,upper_manhattan
20,20,27,upper_manhattan
21,21,24,upper_manhattan
22,22,12,upper_manhattan
23,23,7,upper_manhattan
24,24,5,upper_manhattan
25,25,61,upper_manhattan
26,0,3,lower_manhattan
27,1,2,lower_manhattan
28,2,3,lower_manhattan
29,3,2,lower_manhattan
30,4,3,lower_manhattan
31,5,1,lower_manhattan
32,6,4,lower_manhattan
33,7,0,lower_manhattan
34,8,0,lower_manhattan
35,9,0,lower_manhattan
36,10,1,lower_manhattan
37,11,0,lower_manhattan
38,12,0,lower_manhattan
39,13,0,lower_manhattan
40,14,0,lower_manhattan
41,15,0,lower_manhattan
42,16,0,lower_manhattan
43,17,0,lower_manhattan
44,18,0,lower_manhattan
45,19,0,lower_manhattan
46,20,0,lower_manhattan
47,21,0,lower_manhattan
48,22,0,lower_manhattan
49,23,0,lower_manhattan
50,24,0,lower_manhattan
51,25,0,lower_manhattan
52,0,56854,Downtown_Bk
53,1,87471,Downtown_Bk
54,2,57351,Downtown_Bk
55,3,40675,Downtown_Bk
56,4,24646,Downtown_Bk
57,5,15070,Downtown_Bk
58,6,11622,Downtown_Bk
59,7,8481,Downtown_Bk
60,8,5371,Downtown_Bk
61,9,4045,Downtown_Bk
62,10,3257,Downtown_Bk
63,11,2264,Downtown_Bk
64,12,1770,Downtown_Bk
65,13,1151,Downtown_Bk
66,14,530,Downtown_Bk
67,15,385,Downtown_Bk
68,16,299,Downtown_Bk
69,17,475,Downtown_Bk
70,18,405,Downtown_Bk
71,19,200,Downtown_Bk
72,20,116,Downtown_Bk
73,21,83,Downtown_Bk
74,22,45,Downtown_Bk
75,23,42,Downtown_Bk
76,24,41,Downtown_Bk
77,25,219,Downtown_Bk
78,0,1234,Bayridge_bk
79,1,1822,Bayridge_bk
80,2,1251,Bayridge_bk
81,3,750,Bayridge_bk
82,4,453,Bayridge_bk
83,5,343,Bayridge_bk
84,6,275,Bayridge_bk
85,7,238,Bayridge_bk
86,8,189,Bayridge_bk
87,9,128,Bayridge_bk
88,10,122,Bayridge_bk
89,11,71,Bayridge_bk
90,12,85,Bayridge_bk
91,13,55,Bayridge_bk
92,14,50,Bayridge_bk
93,15,34,Bayridge_bk
94,16,24,Bayridge_bk
95,17,18,Bayridge_bk
96,18,7,Bayridge_bk
97,19,8,Bayridge_bk
98,20,11,Bayridge_bk
99,21,4,Bayridge_bk
100,22,8,Bayridge_bk
101,23,6,Bayridge_bk
102,24,4,Bayridge_bk
103,25,17,Bayridge_bk
