,trip_cat,num_rides,neighbourhood
0,0,11254,upper_manhattan
1,1,17077,upper_manhattan
2,2,7846,upper_manhattan
3,3,3898,upper_manhattan
4,4,2338,upper_manhattan
5,5,1787,upper_manhattan
6,6,1252,upper_manhattan
7,7,950,upper_manhattan
8,8,588,upper_manhattan
9,9,368,upper_manhattan
10,10,213,upper_manhattan
11,11,137,upper_manhattan
12,12,89,upper_manhattan
13,13,44,upper_manhattan
14,14,45,upper_manhattan
15,15,45,upper_manhattan
16,16,42,upper_manhattan
17,17,86,upper_manhattan
18,18,150,upper_manhattan
19,19,41,upper_manhattan
20,20,24,upper_manhattan
21,21,8,upper_manhattan
22,22,10,upper_manhattan
23,23,9,upper_manhattan
24,24,2,upper_manhattan
25,25,18,upper_manhattan
26,0,6,lower_manhattan
27,1,6,lower_manhattan
28,2,10,lower_manhattan
29,3,8,lower_manhattan
30,4,5,lower_manhattan
31,5,9,lower_manhattan
32,6,2,lower_manhattan
33,7,4,lower_manhattan
34,8,3,lower_manhattan
35,9,4,lower_manhattan
36,10,0,lower_manhattan
37,11,0,lower_manhattan
38,12,0,lower_manhattan
39,13,0,lower_manhattan
40,14,0,lower_manhattan
41,15,0,lower_manhattan
42,16,0,lower_manhattan
43,17,0,lower_manhattan
44,18,0,lower_manhattan
45,19,0,lower_manhattan
46,20,0,lower_manhattan
47,21,0,lower_manhattan
48,22,0,lower_manhattan
49,23,1,lower_manhattan
50,24,0,lower_manhattan
51,25,0,lower_manhattan
52,0,16044,Downtown_Bk
53,1,25204,Downtown_Bk
54,2,16558,Downtown_Bk
55,3,12124,Downtown_Bk
56,4,8037,Downtown_Bk
57,5,4848,Downtown_Bk
58,6,3783,Downtown_Bk
59,7,2769,Downtown_Bk
60,8,1734,Downtown_Bk
61,9,1197,Downtown_Bk
62,10,952,Downtown_Bk
63,11,615,Downtown_Bk
64,12,516,Downtown_Bk
65,13,308,Downtown_Bk
66,14,156,Downtown_Bk
67,15,122,Downtown_Bk
68,16,83,Downtown_Bk
69,17,120,Downtown_Bk
70,18,112,Downtown_Bk
71,19,56,Downtown_Bk
72,20,29,Downtown_Bk
73,21,15,Downtown_Bk
74,22,7,Downtown_Bk
75,23,12,Downtown_Bk
76,24,7,Downtown_Bk
77,25,71,Downtown_Bk
78,0,234,Bayridge_bk
79,1,358,Bayridge_bk
80,2,261,Bayridge_bk
81,3,143,Bayridge_bk
82,4,89,Bayridge_bk
83,5,91,Bayridge_bk
84,6,71,Bayridge_bk
85,7,62,Bayridge_bk
86,8,68,Bayridge_bk
87,9,40,Bayridge_bk
88,10,36,Bayridge_bk
89,11,32,Bayridge_bk
90,12,21,Bayridge_bk
91,13,13,Bayridge_bk
92,14,11,Bayridge_bk
93,15,6,Bayridge_bk
94,16,10,Bayridge_bk
95,17,3,Bayridge_bk
96,18,1,Bayridge_bk
97,19,4,Bayridge_bk
98,20,5,Bayridge_bk
99,21,2,Bayridge_bk
100,22,1,Bayridge_bk
101,23,2,Bayridge_bk
102,24,0,Bayridge_bk
103,25,4,Bayridge_bk
