,trip_cat,num_rides,neighbourhood
0,0,14860,upper_manhattan
1,1,24047,upper_manhattan
2,2,11304,upper_manhattan
3,3,5583,upper_manhattan
4,4,3322,upper_manhattan
5,5,2625,upper_manhattan
6,6,1805,upper_manhattan
7,7,1516,upper_manhattan
8,8,932,upper_manhattan
9,9,475,upper_manhattan
10,10,289,upper_manhattan
11,11,221,upper_manhattan
12,12,140,upper_manhattan
13,13,90,upper_manhattan
14,14,93,upper_manhattan
15,15,67,upper_manhattan
16,16,66,upper_manhattan
17,17,182,upper_manhattan
18,18,268,upper_manhattan
19,19,69,upper_manhattan
20,20,25,upper_manhattan
21,21,17,upper_manhattan
22,22,16,upper_manhattan
23,23,10,upper_manhattan
24,24,5,upper_manhattan
25,25,32,upper_manhattan
26,0,3,lower_manhattan
27,1,9,lower_manhattan
28,2,32,lower_manhattan
29,3,31,lower_manhattan
30,4,28,lower_manhattan
31,5,7,lower_manhattan
32,6,11,lower_manhattan
33,7,12,lower_manhattan
34,8,11,lower_manhattan
35,9,6,lower_manhattan
36,10,4,lower_manhattan
37,11,2,lower_manhattan
38,12,1,lower_manhattan
39,13,1,lower_manhattan
40,14,0,lower_manhattan
41,15,2,lower_manhattan
42,16,0,lower_manhattan
43,17,0,lower_manhattan
44,18,0,lower_manhattan
45,19,0,lower_manhattan
46,20,0,lower_manhattan
47,21,0,lower_manhattan
48,22,0,lower_manhattan
49,23,0,lower_manhattan
50,24,0,lower_manhattan
51,25,0,lower_manhattan
52,0,32990,Downtown_Bk
53,1,57542,Downtown_Bk
54,2,42011,Downtown_Bk
55,3,31627,Downtown_Bk
56,4,20251,Downtown_Bk
57,5,12481,Downtown_Bk
58,6,9464,Downtown_Bk
59,7,6880,Downtown_Bk
60,8,4278,Downtown_Bk
61,9,3224,Downtown_Bk
62,10,2536,Downtown_Bk
63,11,1831,Downtown_Bk
64,12,1529,Downtown_Bk
65,13,980,Downtown_Bk
66,14,463,Downtown_Bk
67,15,322,Downtown_Bk
68,16,266,Downtown_Bk
69,17,365,Downtown_Bk
70,18,303,Downtown_Bk
71,19,141,Downtown_Bk
72,20,79,Downtown_Bk
73,21,70,Downtown_Bk
74,22,31,Downtown_Bk
75,23,24,Downtown_Bk
76,24,31,Downtown_Bk
77,25,167,Downtown_Bk
78,0,656,Bayridge_bk
79,1,1149,Bayridge_bk
80,2,896,Bayridge_bk
81,3,599,Bayridge_bk
82,4,341,Bayridge_bk
83,5,283,Bayridge_bk
84,6,307,Bayridge_bk
85,7,288,Bayridge_bk
86,8,185,Bayridge_bk
87,9,154,Bayridge_bk
88,10,110,Bayridge_bk
89,11,71,Bayridge_bk
90,12,76,Bayridge_bk
91,13,57,Bayridge_bk
92,14,46,Bayridge_bk
93,15,23,Bayridge_bk
94,16,21,Bayridge_bk
95,17,18,Bayridge_bk
96,18,9,Bayridge_bk
97,19,11,Bayridge_bk
98,20,22,Bayridge_bk
99,21,11,Bayridge_bk
100,22,9,Bayridge_bk
101,23,7,Bayridge_bk
102,24,8,Bayridge_bk
103,25,13,Bayridge_bk
