,trip_cat,num_rides,neighbourhood
0,0,13291,upper_manhattan
1,1,21793,upper_manhattan
2,2,10414,upper_manhattan
3,3,5554,upper_manhattan
4,4,3237,upper_manhattan
5,5,2360,upper_manhattan
6,6,1661,upper_manhattan
7,7,1443,upper_manhattan
8,8,920,upper_manhattan
9,9,557,upper_manhattan
10,10,295,upper_manhattan
11,11,175,upper_manhattan
12,12,122,upper_manhattan
13,13,87,upper_manhattan
14,14,80,upper_manhattan
15,15,56,upper_manhattan
16,16,55,upper_manhattan
17,17,139,upper_manhattan
18,18,281,upper_manhattan
19,19,47,upper_manhattan
20,20,26,upper_manhattan
21,21,16,upper_manhattan
22,22,4,upper_manhattan
23,23,9,upper_manhattan
24,24,3,upper_manhattan
25,25,34,upper_manhattan
26,0,2,lower_manhattan
27,1,5,lower_manhattan
28,2,27,lower_manhattan
29,3,34,lower_manhattan
30,4,27,lower_manhattan
31,5,13,lower_manhattan
32,6,9,lower_manhattan
33,7,4,lower_manhattan
34,8,12,lower_manhattan
35,9,12,lower_manhattan
36,10,1,lower_manhattan
37,11,0,lower_manhattan
38,12,1,lower_manhattan
39,13,2,lower_manhattan
40,14,2,lower_manhattan
41,15,2,lower_manhattan
42,16,0,lower_manhattan
43,17,0,lower_manhattan
44,18,0,lower_manhattan
45,19,0,lower_manhattan
46,20,0,lower_manhattan
47,21,0,lower_manhattan
48,22,0,lower_manhattan
49,23,0,lower_manhattan
50,24,0,lower_manhattan
51,25,0,lower_manhattan
52,0,32434,Downtown_Bk
53,1,55108,Downtown_Bk
54,2,39321,Downtown_Bk
55,3,28570,Downtown_Bk
56,4,18390,Downtown_Bk
57,5,11511,Downtown_Bk
58,6,9024,Downtown_Bk
59,7,6566,Downtown_Bk
60,8,3877,Downtown_Bk
61,9,2926,Downtown_Bk
62,10,2448,Downtown_Bk
63,11,1820,Downtown_Bk
64,12,1467,Downtown_Bk
65,13,939,Downtown_Bk
66,14,451,Downtown_Bk
67,15,290,Downtown_Bk
68,16,255,Downtown_Bk
69,17,351,Downtown_Bk
70,18,323,Downtown_Bk
71,19,105,Downtown_Bk
72,20,86,Downtown_Bk
73,21,51,Downtown_Bk
74,22,34,Downtown_Bk
75,23,24,Downtown_Bk
76,24,21,Downtown_Bk
77,25,166,Downtown_Bk
78,0,492,Bayridge_bk
79,1,906,Bayridge_bk
80,2,785,Bayridge_bk
81,3,467,Bayridge_bk
82,4,304,Bayridge_bk
83,5,244,Bayridge_bk
84,6,205,Bayridge_bk
85,7,212,Bayridge_bk
86,8,168,Bayridge_bk
87,9,104,Bayridge_bk
88,10,80,Bayridge_bk
89,11,62,Bayridge_bk
90,12,44,Bayridge_bk
91,13,42,Bayridge_bk
92,14,31,Bayridge_bk
93,15,24,Bayridge_bk
94,16,12,Bayridge_bk
95,17,8,Bayridge_bk
96,18,3,Bayridge_bk
97,19,5,Bayridge_bk
98,20,7,Bayridge_bk
99,21,5,Bayridge_bk
100,22,5,Bayridge_bk
101,23,8,Bayridge_bk
102,24,5,Bayridge_bk
103,25,10,Bayridge_bk
