,trip_cat,num_rides,neighbourhood
0,0,14033,upper_manhattan
1,1,22967,upper_manhattan
2,2,10887,upper_manhattan
3,3,5628,upper_manhattan
4,4,3272,upper_manhattan
5,5,2397,upper_manhattan
6,6,1650,upper_manhattan
7,7,1479,upper_manhattan
8,8,927,upper_manhattan
9,9,528,upper_manhattan
10,10,291,upper_manhattan
11,11,214,upper_manhattan
12,12,124,upper_manhattan
13,13,97,upper_manhattan
14,14,78,upper_manhattan
15,15,57,upper_manhattan
16,16,69,upper_manhattan
17,17,141,upper_manhattan
18,18,257,upper_manhattan
19,19,56,upper_manhattan
20,20,29,upper_manhattan
21,21,21,upper_manhattan
22,22,12,upper_manhattan
23,23,5,upper_manhattan
24,24,4,upper_manhattan
25,25,25,upper_manhattan
26,0,1,lower_manhattan
27,1,4,lower_manhattan
28,2,23,lower_manhattan
29,3,31,lower_manhattan
30,4,23,lower_manhattan
31,5,13,lower_manhattan
32,6,3,lower_manhattan
33,7,9,lower_manhattan
34,8,11,lower_manhattan
35,9,7,lower_manhattan
36,10,7,lower_manhattan
37,11,2,lower_manhattan
38,12,5,lower_manhattan
39,13,1,lower_manhattan
40,14,0,lower_manhattan
41,15,0,lower_manhattan
42,16,0,lower_manhattan
43,17,0,lower_manhattan
44,18,0,lower_manhattan
45,19,0,lower_manhattan
46,20,0,lower_manhattan
47,21,0,lower_manhattan
48,22,0,lower_manhattan
49,23,0,lower_manhattan
50,24,0,lower_manhattan
51,25,1,lower_manhattan
52,0,32216,Downtown_Bk
53,1,57561,Downtown_Bk
54,2,41170,Downtown_Bk
55,3,30758,Downtown_Bk
56,4,19649,Downtown_Bk
57,5,12131,Downtown_Bk
58,6,9380,Downtown_Bk
59,7,6649,Downtown_Bk
60,8,4259,Downtown_Bk
61,9,3153,Downtown_Bk
62,10,2496,Downtown_Bk
63,11,1843,Downtown_Bk
64,12,1482,Downtown_Bk
65,13,1050,Downtown_Bk
66,14,457,Downtown_Bk
67,15,338,Downtown_Bk
68,16,289,Downtown_Bk
69,17,329,Downtown_Bk
70,18,283,Downtown_Bk
71,19,176,Downtown_Bk
72,20,102,Downtown_Bk
73,21,53,Downtown_Bk
74,22,33,Downtown_Bk
75,23,31,Downtown_Bk
76,24,33,Downtown_Bk
77,25,161,Downtown_Bk
78,0,624,Bayridge_bk
79,1,1149,Bayridge_bk
80,2,943,Bayridge_bk
81,3,627,Bayridge_bk
82,4,358,Bayridge_bk
83,5,330,Bayridge_bk
84,6,313,Bayridge_bk
85,7,278,Bayridge_bk
86,8,179,Bayridge_bk
87,9,146,Bayridge_bk
88,10,130,Bayridge_bk
89,11,85,Bayridge_bk
90,12,71,Bayridge_bk
91,13,65,Bayridge_bk
92,14,54,Bayridge_bk
93,15,29,Bayridge_bk
94,16,14,Bayridge_bk
95,17,15,Bayridge_bk
96,18,9,Bayridge_bk
97,19,14,Bayridge_bk
98,20,11,Bayridge_bk
99,21,5,Bayridge_bk
100,22,4,Bayridge_bk
101,23,16,Bayridge_bk
102,24,5,Bayridge_bk
103,25,14,Bayridge_bk
