,trip_cat,num_rides,neighbourhood
0,0,17676,upper_manhattan
1,1,27019,upper_manhattan
2,2,11895,upper_manhattan
3,3,5984,upper_manhattan
4,4,3360,upper_manhattan
5,5,2669,upper_manhattan
6,6,1895,upper_manhattan
7,7,1569,upper_manhattan
8,8,1006,upper_manhattan
9,9,593,upper_manhattan
10,10,343,upper_manhattan
11,11,245,upper_manhattan
12,12,134,upper_manhattan
13,13,97,upper_manhattan
14,14,68,upper_manhattan
15,15,89,upper_manhattan
16,16,55,upper_manhattan
17,17,164,upper_manhattan
18,18,259,upper_manhattan
19,19,57,upper_manhattan
20,20,33,upper_manhattan
21,21,17,upper_manhattan
22,22,15,upper_manhattan
23,23,5,upper_manhattan
24,24,7,upper_manhattan
25,25,63,upper_manhattan
26,0,1,lower_manhattan
27,1,0,lower_manhattan
28,2,2,lower_manhattan
29,3,4,lower_manhattan
30,4,3,lower_manhattan
31,5,1,lower_manhattan
32,6,0,lower_manhattan
33,7,1,lower_manhattan
34,8,1,lower_manhattan
35,9,0,lower_manhattan
36,10,0,lower_manhattan
37,11,1,lower_manhattan
38,12,0,lower_manhattan
39,13,0,lower_manhattan
40,14,0,lower_manhattan
41,15,0,lower_manhattan
42,16,0,lower_manhattan
43,17,0,lower_manhattan
44,18,0,lower_manhattan
45,19,0,lower_manhattan
46,20,0,lower_manhattan
47,21,0,lower_manhattan
48,22,0,lower_manhattan
49,23,0,lower_manhattan
50,24,0,lower_manhattan
51,25,0,lower_manhattan
52,0,52989,Downtown_Bk
53,1,81843,Downtown_Bk
54,2,53896,Downtown_Bk
55,3,36992,Downtown_Bk
56,4,22713,Downtown_Bk
57,5,13962,Downtown_Bk
58,6,10365,Downtown_Bk
59,7,7521,Downtown_Bk
60,8,4791,Downtown_Bk
61,9,3735,Downtown_Bk
62,10,3079,Downtown_Bk
63,11,2268,Downtown_Bk
64,12,1857,Downtown_Bk
65,13,1168,Downtown_Bk
66,14,556,Downtown_Bk
67,15,417,Downtown_Bk
68,16,326,Downtown_Bk
69,17,424,Downtown_Bk
70,18,341,Downtown_Bk
71,19,174,Downtown_Bk
72,20,98,Downtown_Bk
73,21,73,Downtown_Bk
74,22,53,Downtown_Bk
75,23,47,Downtown_Bk
76,24,38,Downtown_Bk
77,25,223,Downtown_Bk
78,0,1148,Bayridge_bk
79,1,1681,Bayridge_bk
80,2,1175,Bayridge_bk
81,3,798,Bayridge_bk
82,4,434,Bayridge_bk
83,5,337,Bayridge_bk
84,6,293,Bayridge_bk
85,7,286,Bayridge_bk
86,8,161,Bayridge_bk
87,9,140,Bayridge_bk
88,10,99,Bayridge_bk
89,11,78,Bayridge_bk
90,12,67,Bayridge_bk
91,13,65,Bayridge_bk
92,14,53,Bayridge_bk
93,15,25,Bayridge_bk
94,16,26,Bayridge_bk
95,17,20,Bayridge_bk
96,18,18,Bayridge_bk
97,19,14,Bayridge_bk
98,20,13,Bayridge_bk
99,21,4,Bayridge_bk
100,22,14,Bayridge_bk
101,23,7,Bayridge_bk
102,24,10,Bayridge_bk
103,25,16,Bayridge_bk
