,trip_cat,num_rides,neighbourhood
0,0,19202,upper_manhattan
1,1,28531,upper_manhattan
2,2,12958,upper_manhattan
3,3,6619,upper_manhattan
4,4,3780,upper_manhattan
5,5,2931,upper_manhattan
6,6,2162,upper_manhattan
7,7,1686,upper_manhattan
8,8,1046,upper_manhattan
9,9,641,upper_manhattan
10,10,354,upper_manhattan
11,11,257,upper_manhattan
12,12,155,upper_manhattan
13,13,128,upper_manhattan
14,14,99,upper_manhattan
15,15,79,upper_manhattan
16,16,68,upper_manhattan
17,17,192,upper_manhattan
18,18,320,upper_manhattan
19,19,86,upper_manhattan
20,20,32,upper_manhattan
21,21,14,upper_manhattan
22,22,20,upper_manhattan
23,23,13,upper_manhattan
24,24,8,upper_manhattan
25,25,60,upper_manhattan
26,0,1,lower_manhattan
27,1,1,lower_manhattan
28,2,4,lower_manhattan
29,3,2,lower_manhattan
30,4,1,lower_manhattan
31,5,2,lower_manhattan
32,6,3,lower_manhattan
33,7,1,lower_manhattan
34,8,1,lower_manhattan
35,9,0,lower_manhattan
36,10,0,lower_manhattan
37,11,0,lower_manhattan
38,12,0,lower_manhattan
39,13,0,lower_manhattan
40,14,0,lower_manhattan
41,15,0,lower_manhattan
42,16,0,lower_manhattan
43,17,0,lower_manhattan
44,18,0,lower_manhattan
45,19,0,lower_manhattan
46,20,0,lower_manhattan
47,21,0,lower_manhattan
48,22,0,lower_manhattan
49,23,0,lower_manhattan
50,24,0,lower_manhattan
51,25,0,lower_manhattan
52,0,57792,Downtown_Bk
53,1,93424,Downtown_Bk
54,2,62991,Downtown_Bk
55,3,43841,Downtown_Bk
56,4,27257,Downtown_Bk
57,5,16464,Downtown_Bk
58,6,12384,Downtown_Bk
59,7,9025,Downtown_Bk
60,8,5825,Downtown_Bk
61,9,4516,Downtown_Bk
62,10,3619,Downtown_Bk
63,11,2634,Downtown_Bk
64,12,2224,Downtown_Bk
65,13,1433,Downtown_Bk
66,14,657,Downtown_Bk
67,15,445,Downtown_Bk
68,16,441,Downtown_Bk
69,17,540,Downtown_Bk
70,18,478,Downtown_Bk
71,19,203,Downtown_Bk
72,20,128,Downtown_Bk
73,21,102,Downtown_Bk
74,22,54,Downtown_Bk
75,23,49,Downtown_Bk
76,24,37,Downtown_Bk
77,25,288,Downtown_Bk
78,0,1457,Bayridge_bk
79,1,2458,Bayridge_bk
80,2,1598,Bayridge_bk
81,3,952,Bayridge_bk
82,4,564,Bayridge_bk
83,5,465,Bayridge_bk
84,6,358,Bayridge_bk
85,7,374,Bayridge_bk
86,8,269,Bayridge_bk
87,9,218,Bayridge_bk
88,10,143,Bayridge_bk
89,11,111,Bayridge_bk
90,12,108,Bayridge_bk
91,13,82,Bayridge_bk
92,14,53,Bayridge_bk
93,15,37,Bayridge_bk
94,16,41,Bayridge_bk
95,17,19,Bayridge_bk
96,18,27,Bayridge_bk
97,19,12,Bayridge_bk
98,20,23,Bayridge_bk
99,21,8,Bayridge_bk
100,22,6,Bayridge_bk
101,23,10,Bayridge_bk
102,24,12,Bayridge_bk
103,25,24,Bayridge_bk
