,trip_cat,num_rides,neighbourhood
0,0,19772,upper_manhattan
1,1,27929,upper_manhattan
2,2,12171,upper_manhattan
3,3,6107,upper_manhattan
4,4,3479,upper_manhattan
5,5,2615,upper_manhattan
6,6,1864,upper_manhattan
7,7,1428,upper_manhattan
8,8,866,upper_manhattan
9,9,504,upper_manhattan
10,10,292,upper_manhattan
11,11,223,upper_manhattan
12,12,122,upper_manhattan
13,13,89,upper_manhattan
14,14,78,upper_manhattan
15,15,61,upper_manhattan
16,16,50,upper_manhattan
17,17,124,upper_manhattan
18,18,212,upper_manhattan
19,19,59,upper_manhattan
20,20,28,upper_manhattan
21,21,14,upper_manhattan
22,22,11,upper_manhattan
23,23,9,upper_manhattan
24,24,5,upper_manhattan
25,25,55,upper_manhattan
26,0,2,lower_manhattan
27,1,2,lower_manhattan
28,2,3,lower_manhattan
29,3,4,lower_manhattan
30,4,2,lower_manhattan
31,5,1,lower_manhattan
32,6,1,lower_manhattan
33,7,1,lower_manhattan
34,8,0,lower_manhattan
35,9,0,lower_manhattan
36,10,1,lower_manhattan
37,11,0,lower_manhattan
38,12,0,lower_manhattan
39,13,0,lower_manhattan
40,14,0,lower_manhattan
41,15,0,lower_manhattan
42,16,0,lower_manhattan
43,17,0,lower_manhattan
44,18,0,lower_manhattan
45,19,0,lower_manhattan
46,20,0,lower_manhattan
47,21,0,lower_manhattan
48,22,0,lower_manhattan
49,23,0,lower_manhattan
50,24,0,lower_manhattan
51,25,0,lower_manhattan
52,0,58328,Downtown_Bk
53,1,84583,Downtown_Bk
54,2,51939,Downtown_Bk
55,3,35257,Downtown_Bk
56,4,22079,Downtown_Bk
57,5,13508,Downtown_Bk
58,6,10015,Downtown_Bk
59,7,7494,Downtown_Bk
60,8,4839,Downtown_Bk
61,9,3462,Downtown_Bk
62,10,2624,Downtown_Bk
63,11,1913,Downtown_Bk
64,12,1525,Downtown_Bk
65,13,913,Downtown_Bk
66,14,460,Downtown_Bk
67,15,311,Downtown_Bk
68,16,286,Downtown_Bk
69,17,375,Downtown_Bk
70,18,355,Downtown_Bk
71,19,196,Downtown_Bk
72,20,94,Downtown_Bk
73,21,73,Downtown_Bk
74,22,42,Downtown_Bk
75,23,32,Downtown_Bk
76,24,21,Downtown_Bk
77,25,180,Downtown_Bk
78,0,980,Bayridge_bk
79,1,1431,Bayridge_bk
80,2,907,Bayridge_bk
81,3,598,Bayridge_bk
82,4,369,Bayridge_bk
83,5,264,Bayridge_bk
84,6,211,Bayridge_bk
85,7,178,Bayridge_bk
86,8,143,Bayridge_bk
87,9,119,Bayridge_bk
88,10,83,Bayridge_bk
89,11,57,Bayridge_bk
90,12,46,Bayridge_bk
91,13,44,Bayridge_bk
92,14,28,Bayridge_bk
93,15,14,Bayridge_bk
94,16,18,Bayridge_bk
95,17,16,Bayridge_bk
96,18,7,Bayridge_bk
97,19,18,Bayridge_bk
98,20,9,Bayridge_bk
99,21,7,Bayridge_bk
100,22,10,Bayridge_bk
101,23,8,Bayridge_bk
102,24,5,Bayridge_bk
103,25,7,Bayridge_bk
