,trip_cat,num_rides,neighbourhood
0,0,741669,upper_manhattan
1,1,878383,upper_manhattan
2,2,451073,upper_manhattan
3,3,199927,upper_manhattan
4,4,97758,upper_manhattan
5,5,57571,upper_manhattan
6,6,39115,upper_manhattan
7,7,29522,upper_manhattan
8,8,23992,upper_manhattan
9,9,16140,upper_manhattan
10,10,9975,upper_manhattan
11,11,5019,upper_manhattan
12,12,2716,upper_manhattan
13,13,1841,upper_manhattan
14,14,1441,upper_manhattan
15,15,1256,upper_manhattan
16,16,1658,upper_manhattan
17,17,2551,upper_manhattan
18,18,5151,upper_manhattan
19,19,5192,upper_manhattan
20,20,3375,upper_manhattan
21,21,1413,upper_manhattan
22,22,352,upper_manhattan
23,23,131,upper_manhattan
24,24,84,upper_manhattan
25,25,494,upper_manhattan
26,0,460434,lower_manhattan
27,1,687770,lower_manhattan
28,2,408114,lower_manhattan
29,3,259038,lower_manhattan
30,4,171004,lower_manhattan
31,5,104699,lower_manhattan
32,6,63076,lower_manhattan
33,7,34234,lower_manhattan
34,8,20896,lower_manhattan
35,9,16600,lower_manhattan
36,10,14082,lower_manhattan
37,11,9751,lower_manhattan
38,12,7518,lower_manhattan
39,13,6379,lower_manhattan
40,14,5192,lower_manhattan
41,15,4886,lower_manhattan
42,16,3830,lower_manhattan
43,17,5527,lower_manhattan
44,18,4181,lower_manhattan
45,19,2651,lower_manhattan
46,20,1753,lower_manhattan
47,21,1048,lower_manhattan
48,22,424,lower_manhattan
49,23,246,lower_manhattan
50,24,193,lower_manhattan
51,25,1389,lower_manhattan
52,0,17503,Downtown_Bk
53,1,24806,Downtown_Bk
54,2,18637,Downtown_Bk
55,3,15020,Downtown_Bk
56,4,10146,Downtown_Bk
57,5,7237,Downtown_Bk
58,6,5694,Downtown_Bk
59,7,4193,Downtown_Bk
60,8,2537,Downtown_Bk
61,9,1808,Downtown_Bk
62,10,1530,Downtown_Bk
63,11,979,Downtown_Bk
64,12,726,Downtown_Bk
65,13,458,Downtown_Bk
66,14,221,Downtown_Bk
67,15,192,Downtown_Bk
68,16,155,Downtown_Bk
69,17,374,Downtown_Bk
70,18,292,Downtown_Bk
71,19,159,Downtown_Bk
72,20,89,Downtown_Bk
73,21,33,Downtown_Bk
74,22,25,Downtown_Bk
75,23,11,Downtown_Bk
76,24,18,Downtown_Bk
77,25,93,Downtown_Bk
78,0,443,Bayridge_bk
79,1,600,Bayridge_bk
80,2,368,Bayridge_bk
81,3,257,Bayridge_bk
82,4,162,Bayridge_bk
83,5,114,Bayridge_bk
84,6,97,Bayridge_bk
85,7,100,Bayridge_bk
86,8,77,Bayridge_bk
87,9,69,Bayridge_bk
88,10,68,Bayridge_bk
89,11,35,Bayridge_bk
90,12,37,Bayridge_bk
91,13,28,Bayridge_bk
92,14,19,Bayridge_bk
93,15,19,Bayridge_bk
94,16,14,Bayridge_bk
95,17,13,Bayridge_bk
96,18,5,Bayridge_bk
97,19,11,Bayridge_bk
98,20,6,Bayridge_bk
99,21,6,Bayridge_bk
100,22,7,Bayridge_bk
101,23,9,Bayridge_bk
102,24,3,Bayridge_bk
103,25,11,Bayridge_bk
