,trip_cat,num_rides,neighbourhood
0,0,18401,upper_manhattan
1,1,27848,upper_manhattan
2,2,12129,upper_manhattan
3,3,5674,upper_manhattan
4,4,3103,upper_manhattan
5,5,2571,upper_manhattan
6,6,1865,upper_manhattan
7,7,1521,upper_manhattan
8,8,950,upper_manhattan
9,9,523,upper_manhattan
10,10,348,upper_manhattan
11,11,222,upper_manhattan
12,12,114,upper_manhattan
13,13,95,upper_manhattan
14,14,94,upper_manhattan
15,15,93,upper_manhattan
16,16,60,upper_manhattan
17,17,169,upper_manhattan
18,18,267,upper_manhattan
19,19,56,upper_manhattan
20,20,25,upper_manhattan
21,21,19,upper_manhattan
22,22,9,upper_manhattan
23,23,8,upper_manhattan
24,24,5,upper_manhattan
25,25,55,upper_manhattan
26,0,2,lower_manhattan
27,1,0,lower_manhattan
28,2,3,lower_manhattan
29,3,1,lower_manhattan
30,4,1,lower_manhattan
31,5,2,lower_manhattan
32,6,0,lower_manhattan
33,7,0,lower_manhattan
34,8,0,lower_manhattan
35,9,1,lower_manhattan
36,10,1,lower_manhattan
37,11,0,lower_manhattan
38,12,0,lower_manhattan
39,13,0,lower_manhattan
40,14,0,lower_manhattan
41,15,0,lower_manhattan
42,16,0,lower_manhattan
43,17,0,lower_manhattan
44,18,0,lower_manhattan
45,19,0,lower_manhattan
46,20,0,lower_manhattan
47,21,0,lower_manhattan
48,22,0,lower_manhattan
49,23,0,lower_manhattan
50,24,0,lower_manhattan
51,25,0,lower_manhattan
52,0,59579,Downtown_Bk
53,1,88262,Downtown_Bk
54,2,54115,Downtown_Bk
55,3,36913,Downtown_Bk
56,4,22193,Downtown_Bk
57,5,13639,Downtown_Bk
58,6,10929,Downtown_Bk
59,7,7895,Downtown_Bk
60,8,4889,Downtown_Bk
61,9,3667,Downtown_Bk
62,10,3060,Downtown_Bk
63,11,2296,Downtown_Bk
64,12,1778,Downtown_Bk
65,13,1119,Downtown_Bk
66,14,573,Downtown_Bk
67,15,428,Downtown_Bk
68,16,337,Downtown_Bk
69,17,461,Downtown_Bk
70,18,433,Downtown_Bk
71,19,207,Downtown_Bk
72,20,122,Downtown_Bk
73,21,75,Downtown_Bk
74,22,52,Downtown_Bk
75,23,40,Downtown_Bk
76,24,33,Downtown_Bk
77,25,255,Downtown_Bk
78,0,1149,Bayridge_bk
79,1,1707,Bayridge_bk
80,2,1178,Bayridge_bk
81,3,761,Bayridge_bk
82,4,461,Bayridge_bk
83,5,381,Bayridge_bk
84,6,353,Bayridge_bk
85,7,332,Bayridge_bk
86,8,255,Bayridge_bk
87,9,202,Bayridge_bk
88,10,149,Bayridge_bk
89,11,99,Bayridge_bk
90,12,94,Bayridge_bk
91,13,106,Bayridge_bk
92,14,62,Bayridge_bk
93,15,51,Bayridge_bk
94,16,24,Bayridge_bk
95,17,14,Bayridge_bk
96,18,15,Bayridge_bk
97,19,22,Bayridge_bk
98,20,8,Bayridge_bk
99,21,8,Bayridge_bk
100,22,16,Bayridge_bk
101,23,14,Bayridge_bk
102,24,6,Bayridge_bk
103,25,14,Bayridge_bk
