,trip_cat,num_rides,neighbourhood
0,0,829154,upper_manhattan
1,1,1005967,upper_manhattan
2,2,519530,upper_manhattan
3,3,225390,upper_manhattan
4,4,110395,upper_manhattan
5,5,64371,upper_manhattan
6,6,44026,upper_manhattan
7,7,33614,upper_manhattan
8,8,27144,upper_manhattan
9,9,18396,upper_manhattan
10,10,10719,upper_manhattan
11,11,5409,upper_manhattan
12,12,2950,upper_manhattan
13,13,2042,upper_manhattan
14,14,1620,upper_manhattan
15,15,1477,upper_manhattan
16,16,1798,upper_manhattan
17,17,2791,upper_manhattan
18,18,5594,upper_manhattan
19,19,5717,upper_manhattan
20,20,3706,upper_manhattan
21,21,1488,upper_manhattan
22,22,388,upper_manhattan
23,23,155,upper_manhattan
24,24,100,upper_manhattan
25,25,486,upper_manhattan
26,0,482911,lower_manhattan
27,1,713690,lower_manhattan
28,2,426870,lower_manhattan
29,3,274091,lower_manhattan
30,4,182570,lower_manhattan
31,5,113859,lower_manhattan
32,6,69373,lower_manhattan
33,7,36434,lower_manhattan
34,8,22185,lower_manhattan
35,9,17841,lower_manhattan
36,10,15041,lower_manhattan
37,11,10216,lower_manhattan
38,12,7871,lower_manhattan
39,13,6880,lower_manhattan
40,14,5207,lower_manhattan
41,15,5109,lower_manhattan
42,16,4099,lower_manhattan
43,17,5700,lower_manhattan
44,18,4207,lower_manhattan
45,19,2431,lower_manhattan
46,20,1681,lower_manhattan
47,21,1012,lower_manhattan
48,22,448,lower_manhattan
49,23,301,lower_manhattan
50,24,235,lower_manhattan
51,25,1389,lower_manhattan
52,0,19268,Downtown_Bk
53,1,26964,Downtown_Bk
54,2,20346,Downtown_Bk
55,3,16608,Downtown_Bk
56,4,11429,Downtown_Bk
57,5,7992,Downtown_Bk
58,6,6360,Downtown_Bk
59,7,4632,Downtown_Bk
60,8,2723,Downtown_Bk
61,9,1987,Downtown_Bk
62,10,1673,Downtown_Bk
63,11,948,Downtown_Bk
64,12,833,Downtown_Bk
65,13,470,Downtown_Bk
66,14,248,Downtown_Bk
67,15,185,Downtown_Bk
68,16,174,Downtown_Bk
69,17,384,Downtown_Bk
70,18,278,Downtown_Bk
71,19,154,Downtown_Bk
72,20,66,Downtown_Bk
73,21,33,Downtown_Bk
74,22,12,Downtown_Bk
75,23,14,Downtown_Bk
76,24,18,Downtown_Bk
77,25,118,Downtown_Bk
78,0,616,Bayridge_bk
79,1,802,Bayridge_bk
80,2,480,Bayridge_bk
81,3,287,Bayridge_bk
82,4,197,Bayridge_bk
83,5,161,Bayridge_bk
84,6,125,Bayridge_bk
85,7,132,Bayridge_bk
86,8,86,Bayridge_bk
87,9,58,Bayridge_bk
88,10,89,Bayridge_bk
89,11,46,Bayridge_bk
90,12,43,Bayridge_bk
91,13,30,Bayridge_bk
92,14,27,Bayridge_bk
93,15,19,Bayridge_bk
94,16,20,Bayridge_bk
95,17,22,Bayridge_bk
96,18,11,Bayridge_bk
97,19,8,Bayridge_bk
98,20,7,Bayridge_bk
99,21,5,Bayridge_bk
100,22,4,Bayridge_bk
101,23,5,Bayridge_bk
102,24,5,Bayridge_bk
103,25,14,Bayridge_bk
