,trip_cat,num_rides,neighbourhood
0,0,965600,upper_manhattan
1,1,1164903,upper_manhattan
2,2,628735,upper_manhattan
3,3,290829,upper_manhattan
4,4,143398,upper_manhattan
5,5,81051,upper_manhattan
6,6,53709,upper_manhattan
7,7,39654,upper_manhattan
8,8,33112,upper_manhattan
9,9,23406,upper_manhattan
10,10,15049,upper_manhattan
11,11,8120,upper_manhattan
12,12,4364,upper_manhattan
13,13,2872,upper_manhattan
14,14,2354,upper_manhattan
15,15,2133,upper_manhattan
16,16,2976,upper_manhattan
17,17,5319,upper_manhattan
18,18,7981,upper_manhattan
19,19,6995,upper_manhattan
20,20,4441,upper_manhattan
21,21,1873,upper_manhattan
22,22,558,upper_manhattan
23,23,254,upper_manhattan
24,24,124,upper_manhattan
25,25,677,upper_manhattan
26,0,664735,lower_manhattan
27,1,927017,lower_manhattan
28,2,553974,lower_manhattan
29,3,362883,lower_manhattan
30,4,237124,lower_manhattan
31,5,143866,lower_manhattan
32,6,84932,lower_manhattan
33,7,46371,lower_manhattan
34,8,28831,lower_manhattan
35,9,24100,lower_manhattan
36,10,20546,lower_manhattan
37,11,13703,lower_manhattan
38,12,9929,lower_manhattan
39,13,8231,lower_manhattan
40,14,6393,lower_manhattan
41,15,5777,lower_manhattan
42,16,5635,lower_manhattan
43,17,9522,lower_manhattan
44,18,7224,lower_manhattan
45,19,4006,lower_manhattan
46,20,2602,lower_manhattan
47,21,1548,lower_manhattan
48,22,649,lower_manhattan
49,23,345,lower_manhattan
50,24,237,lower_manhattan
51,25,1308,lower_manhattan
52,0,28219,Downtown_Bk
53,1,42630,Downtown_Bk
54,2,32270,Downtown_Bk
55,3,26835,Downtown_Bk
56,4,18924,Downtown_Bk
57,5,12712,Downtown_Bk
58,6,9986,Downtown_Bk
59,7,7482,Downtown_Bk
60,8,4521,Downtown_Bk
61,9,3214,Downtown_Bk
62,10,2608,Downtown_Bk
63,11,1722,Downtown_Bk
64,12,1226,Downtown_Bk
65,13,700,Downtown_Bk
66,14,493,Downtown_Bk
67,15,347,Downtown_Bk
68,16,338,Downtown_Bk
69,17,745,Downtown_Bk
70,18,602,Downtown_Bk
71,19,354,Downtown_Bk
72,20,153,Downtown_Bk
73,21,107,Downtown_Bk
74,22,48,Downtown_Bk
75,23,20,Downtown_Bk
76,24,18,Downtown_Bk
77,25,114,Downtown_Bk
78,0,675,Bayridge_bk
79,1,849,Bayridge_bk
80,2,576,Bayridge_bk
81,3,401,Bayridge_bk
82,4,243,Bayridge_bk
83,5,210,Bayridge_bk
84,6,205,Bayridge_bk
85,7,161,Bayridge_bk
86,8,119,Bayridge_bk
87,9,121,Bayridge_bk
88,10,84,Bayridge_bk
89,11,76,Bayridge_bk
90,12,65,Bayridge_bk
91,13,43,Bayridge_bk
92,14,40,Bayridge_bk
93,15,32,Bayridge_bk
94,16,32,Bayridge_bk
95,17,27,Bayridge_bk
96,18,22,Bayridge_bk
97,19,11,Bayridge_bk
98,20,8,Bayridge_bk
99,21,6,Bayridge_bk
100,22,8,Bayridge_bk
101,23,4,Bayridge_bk
102,24,6,Bayridge_bk
103,25,11,Bayridge_bk
