,trip_cat,num_rides,neighbourhood
0,0,936475,upper_manhattan
1,1,1106772,upper_manhattan
2,2,556161,upper_manhattan
3,3,240240,upper_manhattan
4,4,118166,upper_manhattan
5,5,69713,upper_manhattan
6,6,47250,upper_manhattan
7,7,35676,upper_manhattan
8,8,29509,upper_manhattan
9,9,19997,upper_manhattan
10,10,12544,upper_manhattan
11,11,6176,upper_manhattan
12,12,3235,upper_manhattan
13,13,2236,upper_manhattan
14,14,1784,upper_manhattan
15,15,1589,upper_manhattan
16,16,2071,upper_manhattan
17,17,3259,upper_manhattan
18,18,6602,upper_manhattan
19,19,6420,upper_manhattan
20,20,4005,upper_manhattan
21,21,1663,upper_manhattan
22,22,416,upper_manhattan
23,23,151,upper_manhattan
24,24,87,upper_manhattan
25,25,542,upper_manhattan
26,0,541615,lower_manhattan
27,1,749550,lower_manhattan
28,2,443772,lower_manhattan
29,3,287644,lower_manhattan
30,4,193095,lower_manhattan
31,5,120567,lower_manhattan
32,6,71588,lower_manhattan
33,7,38593,lower_manhattan
34,8,22754,lower_manhattan
35,9,18629,lower_manhattan
36,10,16398,lower_manhattan
37,11,10540,lower_manhattan
38,12,7794,lower_manhattan
39,13,6988,lower_manhattan
40,14,5395,lower_manhattan
41,15,5091,lower_manhattan
42,16,4411,lower_manhattan
43,17,6830,lower_manhattan
44,18,4890,lower_manhattan
45,19,2751,lower_manhattan
46,20,1808,lower_manhattan
47,21,1120,lower_manhattan
48,22,442,lower_manhattan
49,23,279,lower_manhattan
50,24,224,lower_manhattan
51,25,1455,lower_manhattan
52,0,23206,Downtown_Bk
53,1,32053,Downtown_Bk
54,2,23329,Downtown_Bk
55,3,18735,Downtown_Bk
56,4,12945,Downtown_Bk
57,5,9172,Downtown_Bk
58,6,7312,Downtown_Bk
59,7,5622,Downtown_Bk
60,8,3323,Downtown_Bk
61,9,2396,Downtown_Bk
62,10,1973,Downtown_Bk
63,11,1258,Downtown_Bk
64,12,905,Downtown_Bk
65,13,498,Downtown_Bk
66,14,290,Downtown_Bk
67,15,270,Downtown_Bk
68,16,199,Downtown_Bk
69,17,437,Downtown_Bk
70,18,390,Downtown_Bk
71,19,214,Downtown_Bk
72,20,126,Downtown_Bk
73,21,53,Downtown_Bk
74,22,26,Downtown_Bk
75,23,14,Downtown_Bk
76,24,24,Downtown_Bk
77,25,104,Downtown_Bk
78,0,630,Bayridge_bk
79,1,836,Bayridge_bk
80,2,463,Bayridge_bk
81,3,341,Bayridge_bk
82,4,231,Bayridge_bk
83,5,186,Bayridge_bk
84,6,159,Bayridge_bk
85,7,126,Bayridge_bk
86,8,115,Bayridge_bk
87,9,91,Bayridge_bk
88,10,95,Bayridge_bk
89,11,53,Bayridge_bk
90,12,48,Bayridge_bk
91,13,52,Bayridge_bk
92,14,26,Bayridge_bk
93,15,21,Bayridge_bk
94,16,21,Bayridge_bk
95,17,15,Bayridge_bk
96,18,10,Bayridge_bk
97,19,8,Bayridge_bk
98,20,9,Bayridge_bk
99,21,8,Bayridge_bk
100,22,8,Bayridge_bk
101,23,5,Bayridge_bk
102,24,7,Bayridge_bk
103,25,8,Bayridge_bk
