,trip_cat,num_rides,neighbourhood
0,0,684922,upper_manhattan
1,1,855965,upper_manhattan
2,2,461561,upper_manhattan
3,3,206825,upper_manhattan
4,4,98809,upper_manhattan
5,5,58157,upper_manhattan
6,6,39917,upper_manhattan
7,7,30671,upper_manhattan
8,8,24548,upper_manhattan
9,9,15932,upper_manhattan
10,10,9695,upper_manhattan
11,11,4734,upper_manhattan
12,12,2475,upper_manhattan
13,13,1768,upper_manhattan
14,14,1304,upper_manhattan
15,15,1204,upper_manhattan
16,16,1711,upper_manhattan
17,17,2638,upper_manhattan
18,18,5303,upper_manhattan
19,19,5060,upper_manhattan
20,20,3431,upper_manhattan
21,21,1307,upper_manhattan
22,22,339,upper_manhattan
23,23,127,upper_manhattan
24,24,67,upper_manhattan
25,25,460,upper_manhattan
26,0,450636,lower_manhattan
27,1,684765,lower_manhattan
28,2,423342,lower_manhattan
29,3,270394,lower_manhattan
30,4,175919,lower_manhattan
31,5,110727,lower_manhattan
32,6,67194,lower_manhattan
33,7,35603,lower_manhattan
34,8,21431,lower_manhattan
35,9,17656,lower_manhattan
36,10,14892,lower_manhattan
37,11,9792,lower_manhattan
38,12,7272,lower_manhattan
39,13,6039,lower_manhattan
40,14,4683,lower_manhattan
41,15,4566,lower_manhattan
42,16,3565,lower_manhattan
43,17,5451,lower_manhattan
44,18,3944,lower_manhattan
45,19,2344,lower_manhattan
46,20,1584,lower_manhattan
47,21,992,lower_manhattan
48,22,356,lower_manhattan
49,23,218,lower_manhattan
50,24,172,lower_manhattan
51,25,1173,lower_manhattan
52,0,16402,Downtown_Bk
53,1,23643,Downtown_Bk
54,2,18278,Downtown_Bk
55,3,14797,Downtown_Bk
56,4,10041,Downtown_Bk
57,5,7155,Downtown_Bk
58,6,5919,Downtown_Bk
59,7,4318,Downtown_Bk
60,8,2370,Downtown_Bk
61,9,1905,Downtown_Bk
62,10,1491,Downtown_Bk
63,11,1007,Downtown_Bk
64,12,721,Downtown_Bk
65,13,417,Downtown_Bk
66,14,234,Downtown_Bk
67,15,203,Downtown_Bk
68,16,167,Downtown_Bk
69,17,308,Downtown_Bk
70,18,306,Downtown_Bk
71,19,162,Downtown_Bk
72,20,69,Downtown_Bk
73,21,38,Downtown_Bk
74,22,22,Downtown_Bk
75,23,17,Downtown_Bk
76,24,26,Downtown_Bk
77,25,85,Downtown_Bk
78,0,423,Bayridge_bk
79,1,604,Bayridge_bk
80,2,396,Bayridge_bk
81,3,257,Bayridge_bk
82,4,188,Bayridge_bk
83,5,116,Bayridge_bk
84,6,111,Bayridge_bk
85,7,113,Bayridge_bk
86,8,69,Bayridge_bk
87,9,78,Bayridge_bk
88,10,65,Bayridge_bk
89,11,49,Bayridge_bk
90,12,33,Bayridge_bk
91,13,28,Bayridge_bk
92,14,20,Bayridge_bk
93,15,12,Bayridge_bk
94,16,19,Bayridge_bk
95,17,18,Bayridge_bk
96,18,8,Bayridge_bk
97,19,7,Bayridge_bk
98,20,8,Bayridge_bk
99,21,3,Bayridge_bk
100,22,5,Bayridge_bk
101,23,2,Bayridge_bk
102,24,3,Bayridge_bk
103,25,7,Bayridge_bk
