,trip_cat,num_rides,neighbourhood
0,0,15280,upper_manhattan
1,1,23337,upper_manhattan
2,2,11109,upper_manhattan
3,3,5729,upper_manhattan
4,4,3378,upper_manhattan
5,5,2453,upper_manhattan
6,6,1778,upper_manhattan
7,7,1463,upper_manhattan
8,8,952,upper_manhattan
9,9,525,upper_manhattan
10,10,337,upper_manhattan
11,11,201,upper_manhattan
12,12,126,upper_manhattan
13,13,96,upper_manhattan
14,14,68,upper_manhattan
15,15,76,upper_manhattan
16,16,58,upper_manhattan
17,17,137,upper_manhattan
18,18,207,upper_manhattan
19,19,41,upper_manhattan
20,20,22,upper_manhattan
21,21,11,upper_manhattan
22,22,17,upper_manhattan
23,23,5,upper_manhattan
24,24,4,upper_manhattan
25,25,20,upper_manhattan
26,0,9,lower_manhattan
27,1,13,lower_manhattan
28,2,17,lower_manhattan
29,3,22,lower_manhattan
30,4,12,lower_manhattan
31,5,5,lower_manhattan
32,6,6,lower_manhattan
33,7,6,lower_manhattan
34,8,12,lower_manhattan
35,9,4,lower_manhattan
36,10,3,lower_manhattan
37,11,5,lower_manhattan
38,12,0,lower_manhattan
39,13,2,lower_manhattan
40,14,1,lower_manhattan
41,15,0,lower_manhattan
42,16,0,lower_manhattan
43,17,0,lower_manhattan
44,18,0,lower_manhattan
45,19,0,lower_manhattan
46,20,0,lower_manhattan
47,21,0,lower_manhattan
48,22,0,lower_manhattan
49,23,0,lower_manhattan
50,24,1,lower_manhattan
51,25,0,lower_manhattan
52,0,30010,Downtown_Bk
53,1,50297,Downtown_Bk
54,2,35415,Downtown_Bk
55,3,26965,Downtown_Bk
56,4,17464,Downtown_Bk
57,5,10611,Downtown_Bk
58,6,8267,Downtown_Bk
59,7,5870,Downtown_Bk
60,8,3731,Downtown_Bk
61,9,2580,Downtown_Bk
62,10,2080,Downtown_Bk
63,11,1569,Downtown_Bk
64,12,1234,Downtown_Bk
65,13,810,Downtown_Bk
66,14,410,Downtown_Bk
67,15,277,Downtown_Bk
68,16,237,Downtown_Bk
69,17,330,Downtown_Bk
70,18,251,Downtown_Bk
71,19,133,Downtown_Bk
72,20,91,Downtown_Bk
73,21,50,Downtown_Bk
74,22,31,Downtown_Bk
75,23,24,Downtown_Bk
76,24,29,Downtown_Bk
77,25,146,Downtown_Bk
78,0,523,Bayridge_bk
79,1,835,Bayridge_bk
80,2,588,Bayridge_bk
81,3,372,Bayridge_bk
82,4,258,Bayridge_bk
83,5,202,Bayridge_bk
84,6,156,Bayridge_bk
85,7,155,Bayridge_bk
86,8,114,Bayridge_bk
87,9,96,Bayridge_bk
88,10,69,Bayridge_bk
89,11,53,Bayridge_bk
90,12,37,Bayridge_bk
91,13,36,Bayridge_bk
92,14,42,Bayridge_bk
93,15,20,Bayridge_bk
94,16,19,Bayridge_bk
95,17,7,Bayridge_bk
96,18,10,Bayridge_bk
97,19,5,Bayridge_bk
98,20,0,Bayridge_bk
99,21,4,Bayridge_bk
100,22,6,Bayridge_bk
101,23,1,Bayridge_bk
102,24,3,Bayridge_bk
103,25,5,Bayridge_bk
