,trip_cat,num_rides,neighbourhood
0,0,19900,upper_manhattan
1,1,30621,upper_manhattan
2,2,13317,upper_manhattan
3,3,6311,upper_manhattan
4,4,3658,upper_manhattan
5,5,2787,upper_manhattan
6,6,2025,upper_manhattan
7,7,1599,upper_manhattan
8,8,1008,upper_manhattan
9,9,550,upper_manhattan
10,10,362,upper_manhattan
11,11,272,upper_manhattan
12,12,132,upper_manhattan
13,13,116,upper_manhattan
14,14,76,upper_manhattan
15,15,100,upper_manhattan
16,16,76,upper_manhattan
17,17,173,upper_manhattan
18,18,335,upper_manhattan
19,19,65,upper_manhattan
20,20,26,upper_manhattan
21,21,23,upper_manhattan
22,22,18,upper_manhattan
23,23,8,upper_manhattan
24,24,3,upper_manhattan
25,25,68,upper_manhattan
26,0,2,lower_manhattan
27,1,1,lower_manhattan
28,2,2,lower_manhattan
29,3,0,lower_manhattan
30,4,3,lower_manhattan
31,5,2,lower_manhattan
32,6,0,lower_manhattan
33,7,0,lower_manhattan
34,8,0,lower_manhattan
35,9,0,lower_manhattan
36,10,0,lower_manhattan
37,11,0,lower_manhattan
38,12,1,lower_manhattan
39,13,0,lower_manhattan
40,14,0,lower_manhattan
41,15,0,lower_manhattan
42,16,0,lower_manhattan
43,17,0,lower_manhattan
44,18,0,lower_manhattan
45,19,0,lower_manhattan
46,20,0,lower_manhattan
47,21,0,lower_manhattan
48,22,0,lower_manhattan
49,23,0,lower_manhattan
50,24,0,lower_manhattan
51,25,0,lower_manhattan
52,0,63650,Downtown_Bk
53,1,93928,Downtown_Bk
54,2,58659,Downtown_Bk
55,3,39742,Downtown_Bk
56,4,24549,Downtown_Bk
57,5,14818,Downtown_Bk
58,6,11242,Downtown_Bk
59,7,8143,Downtown_Bk
60,8,5264,Downtown_Bk
61,9,3925,Downtown_Bk
62,10,3236,Downtown_Bk
63,11,2322,Downtown_Bk
64,12,1978,Downtown_Bk
65,13,1288,Downtown_Bk
66,14,614,Downtown_Bk
67,15,403,Downtown_Bk
68,16,342,Downtown_Bk
69,17,535,Downtown_Bk
70,18,426,Downtown_Bk
71,19,234,Downtown_Bk
72,20,137,Downtown_Bk
73,21,84,Downtown_Bk
74,22,54,Downtown_Bk
75,23,52,Downtown_Bk
76,24,55,Downtown_Bk
77,25,312,Downtown_Bk
78,0,1225,Bayridge_bk
79,1,1784,Bayridge_bk
80,2,1229,Bayridge_bk
81,3,801,Bayridge_bk
82,4,483,Bayridge_bk
83,5,371,Bayridge_bk
84,6,337,Bayridge_bk
85,7,289,Bayridge_bk
86,8,206,Bayridge_bk
87,9,158,Bayridge_bk
88,10,109,Bayridge_bk
89,11,91,Bayridge_bk
90,12,100,Bayridge_bk
91,13,59,Bayridge_bk
92,14,38,Bayridge_bk
93,15,41,Bayridge_bk
94,16,21,Bayridge_bk
95,17,23,Bayridge_bk
96,18,11,Bayridge_bk
97,19,18,Bayridge_bk
98,20,10,Bayridge_bk
99,21,10,Bayridge_bk
100,22,8,Bayridge_bk
101,23,8,Bayridge_bk
102,24,5,Bayridge_bk
103,25,15,Bayridge_bk
