,trip_cat,num_rides,neighbourhood
0,0,843616,upper_manhattan
1,1,1007993,upper_manhattan
2,2,531871,upper_manhattan
3,3,243360,upper_manhattan
4,4,119513,upper_manhattan
5,5,67634,upper_manhattan
6,6,44497,upper_manhattan
7,7,32159,upper_manhattan
8,8,26013,upper_manhattan
9,9,18350,upper_manhattan
10,10,11579,upper_manhattan
11,11,6432,upper_manhattan
12,12,3359,upper_manhattan
13,13,2390,upper_manhattan
14,14,1894,upper_manhattan
15,15,1713,upper_manhattan
16,16,2422,upper_manhattan
17,17,3988,upper_manhattan
18,18,5740,upper_manhattan
19,19,5083,upper_manhattan
20,20,3222,upper_manhattan
21,21,1358,upper_manhattan
22,22,410,upper_manhattan
23,23,159,upper_manhattan
24,24,105,upper_manhattan
25,25,470,upper_manhattan
26,0,594025,lower_manhattan
27,1,812949,lower_manhattan
28,2,470050,lower_manhattan
29,3,304064,lower_manhattan
30,4,199521,lower_manhattan
31,5,120250,lower_manhattan
32,6,70932,lower_manhattan
33,7,38822,lower_manhattan
34,8,23968,lower_manhattan
35,9,19624,lower_manhattan
36,10,16427,lower_manhattan
37,11,11080,lower_manhattan
38,12,8077,lower_manhattan
39,13,6599,lower_manhattan
40,14,5076,lower_manhattan
41,15,4837,lower_manhattan
42,16,4261,lower_manhattan
43,17,6928,lower_manhattan
44,18,5295,lower_manhattan
45,19,2944,lower_manhattan
46,20,1989,lower_manhattan
47,21,1169,lower_manhattan
48,22,466,lower_manhattan
49,23,296,lower_manhattan
50,24,218,lower_manhattan
51,25,1016,lower_manhattan
52,0,25419,Downtown_Bk
53,1,38540,Downtown_Bk
54,2,29103,Downtown_Bk
55,3,24061,Downtown_Bk
56,4,16799,Downtown_Bk
57,5,11004,Downtown_Bk
58,6,8447,Downtown_Bk
59,7,6450,Downtown_Bk
60,8,3890,Downtown_Bk
61,9,2611,Downtown_Bk
62,10,2156,Downtown_Bk
63,11,1387,Downtown_Bk
64,12,935,Downtown_Bk
65,13,579,Downtown_Bk
66,14,385,Downtown_Bk
67,15,309,Downtown_Bk
68,16,314,Downtown_Bk
69,17,598,Downtown_Bk
70,18,470,Downtown_Bk
71,19,259,Downtown_Bk
72,20,155,Downtown_Bk
73,21,81,Downtown_Bk
74,22,42,Downtown_Bk
75,23,17,Downtown_Bk
76,24,10,Downtown_Bk
77,25,112,Downtown_Bk
78,0,539,Bayridge_bk
79,1,741,Bayridge_bk
80,2,472,Bayridge_bk
81,3,332,Bayridge_bk
82,4,206,Bayridge_bk
83,5,189,Bayridge_bk
84,6,158,Bayridge_bk
85,7,120,Bayridge_bk
86,8,132,Bayridge_bk
87,9,103,Bayridge_bk
88,10,71,Bayridge_bk
89,11,70,Bayridge_bk
90,12,46,Bayridge_bk
91,13,31,Bayridge_bk
92,14,32,Bayridge_bk
93,15,23,Bayridge_bk
94,16,22,Bayridge_bk
95,17,20,Bayridge_bk
96,18,17,Bayridge_bk
97,19,11,Bayridge_bk
98,20,9,Bayridge_bk
99,21,7,Bayridge_bk
100,22,4,Bayridge_bk
101,23,5,Bayridge_bk
102,24,3,Bayridge_bk
103,25,7,Bayridge_bk
