,trip_cat,num_rides,neighbourhood
0,0,622505,upper_manhattan
1,1,782896,upper_manhattan
2,2,430330,upper_manhattan
3,3,194111,upper_manhattan
4,4,93341,upper_manhattan
5,5,54909,upper_manhattan
6,6,37607,upper_manhattan
7,7,28406,upper_manhattan
8,8,22616,upper_manhattan
9,9,15273,upper_manhattan
10,10,9113,upper_manhattan
11,11,4496,upper_manhattan
12,12,2462,upper_manhattan
13,13,1771,upper_manhattan
14,14,1298,upper_manhattan
15,15,1154,upper_manhattan
16,16,1649,upper_manhattan
17,17,2651,upper_manhattan
18,18,5291,upper_manhattan
19,19,5257,upper_manhattan
20,20,3470,upper_manhattan
21,21,1321,upper_manhattan
22,22,297,upper_manhattan
23,23,103,upper_manhattan
24,24,73,upper_manhattan
25,25,440,upper_manhattan
26,0,441462,lower_manhattan
27,1,678109,lower_manhattan
28,2,416489,lower_manhattan
29,3,268176,lower_manhattan
30,4,174314,lower_manhattan
31,5,108828,lower_manhattan
32,6,65736,lower_manhattan
33,7,34796,lower_manhattan
34,8,21493,lower_manhattan
35,9,17089,lower_manhattan
36,10,14531,lower_manhattan
37,11,9795,lower_manhattan
38,12,7413,lower_manhattan
39,13,5952,lower_manhattan
40,14,4760,lower_manhattan
41,15,4516,lower_manhattan
42,16,3643,lower_manhattan
43,17,5415,lower_manhattan
44,18,4120,lower_manhattan
45,19,2540,lower_manhattan
46,20,1642,lower_manhattan
47,21,995,lower_manhattan
48,22,398,lower_manhattan
49,23,227,lower_manhattan
50,24,194,lower_manhattan
51,25,1064,lower_manhattan
52,0,14861,Downtown_Bk
53,1,21192,Downtown_Bk
54,2,16966,Downtown_Bk
55,3,13617,Downtown_Bk
56,4,9023,Downtown_Bk
57,5,6430,Downtown_Bk
58,6,5366,Downtown_Bk
59,7,3965,Downtown_Bk
60,8,2217,Downtown_Bk
61,9,1597,Downtown_Bk
62,10,1394,Downtown_Bk
63,11,888,Downtown_Bk
64,12,652,Downtown_Bk
65,13,399,Downtown_Bk
66,14,240,Downtown_Bk
67,15,202,Downtown_Bk
68,16,121,Downtown_Bk
69,17,319,Downtown_Bk
70,18,263,Downtown_Bk
71,19,154,Downtown_Bk
72,20,75,Downtown_Bk
73,21,34,Downtown_Bk
74,22,18,Downtown_Bk
75,23,14,Downtown_Bk
76,24,13,Downtown_Bk
77,25,70,Downtown_Bk
78,0,454,Bayridge_bk
79,1,617,Bayridge_bk
80,2,380,Bayridge_bk
81,3,250,Bayridge_bk
82,4,169,Bayridge_bk
83,5,127,Bayridge_bk
84,6,110,Bayridge_bk
85,7,117,Bayridge_bk
86,8,87,Bayridge_bk
87,9,56,Bayridge_bk
88,10,82,Bayridge_bk
89,11,40,Bayridge_bk
90,12,21,Bayridge_bk
91,13,39,Bayridge_bk
92,14,21,Bayridge_bk
93,15,16,Bayridge_bk
94,16,15,Bayridge_bk
95,17,12,Bayridge_bk
96,18,6,Bayridge_bk
97,19,9,Bayridge_bk
98,20,3,Bayridge_bk
99,21,2,Bayridge_bk
100,22,6,Bayridge_bk
101,23,7,Bayridge_bk
102,24,6,Bayridge_bk
103,25,9,Bayridge_bk
