,trip_cat,num_rides,neighbourhood
0,0,16264,upper_manhattan
1,1,23950,upper_manhattan
2,2,11147,upper_manhattan
3,3,6018,upper_manhattan
4,4,3520,upper_manhattan
5,5,2684,upper_manhattan
6,6,1892,upper_manhattan
7,7,1521,upper_manhattan
8,8,956,upper_manhattan
9,9,524,upper_manhattan
10,10,345,upper_manhattan
11,11,232,upper_manhattan
12,12,125,upper_manhattan
13,13,103,upper_manhattan
14,14,79,upper_manhattan
15,15,70,upper_manhattan
16,16,70,upper_manhattan
17,17,154,upper_manhattan
18,18,275,upper_manhattan
19,19,56,upper_manhattan
20,20,19,upper_manhattan
21,21,13,upper_manhattan
22,22,17,upper_manhattan
23,23,12,upper_manhattan
24,24,2,upper_manhattan
25,25,33,upper_manhattan
26,0,1,lower_manhattan
27,1,0,lower_manhattan
28,2,4,lower_manhattan
29,3,2,lower_manhattan
30,4,0,lower_manhattan
31,5,1,lower_manhattan
32,6,2,lower_manhattan
33,7,0,lower_manhattan
34,8,2,lower_manhattan
35,9,0,lower_manhattan
36,10,0,lower_manhattan
37,11,0,lower_manhattan
38,12,0,lower_manhattan
39,13,0,lower_manhattan
40,14,0,lower_manhattan
41,15,0,lower_manhattan
42,16,0,lower_manhattan
43,17,0,lower_manhattan
44,18,0,lower_manhattan
45,19,0,lower_manhattan
46,20,0,lower_manhattan
47,21,0,lower_manhattan
48,22,0,lower_manhattan
49,23,0,lower_manhattan
50,24,0,lower_manhattan
51,25,0,lower_manhattan
52,0,52558,Downtown_Bk
53,1,81855,Downtown_Bk
54,2,56019,Downtown_Bk
55,3,38425,Downtown_Bk
56,4,23583,Downtown_Bk
57,5,14715,Downtown_Bk
58,6,11556,Downtown_Bk
59,7,8203,Downtown_Bk
60,8,5113,Downtown_Bk
61,9,3781,Downtown_Bk
62,10,3199,Downtown_Bk
63,11,2314,Downtown_Bk
64,12,1865,Downtown_Bk
65,13,1239,Downtown_Bk
66,14,604,Downtown_Bk
67,15,391,Downtown_Bk
68,16,306,Downtown_Bk
69,17,494,Downtown_Bk
70,18,397,Downtown_Bk
71,19,184,Downtown_Bk
72,20,118,Downtown_Bk
73,21,81,Downtown_Bk
74,22,53,Downtown_Bk
75,23,38,Downtown_Bk
76,24,35,Downtown_Bk
77,25,219,Downtown_Bk
78,0,1200,Bayridge_bk
79,1,1841,Bayridge_bk
80,2,1209,Bayridge_bk
81,3,765,Bayridge_bk
82,4,507,Bayridge_bk
83,5,386,Bayridge_bk
84,6,347,Bayridge_bk
85,7,299,Bayridge_bk
86,8,198,Bayridge_bk
87,9,149,Bayridge_bk
88,10,124,Bayridge_bk
89,11,79,Bayridge_bk
90,12,90,Bayridge_bk
91,13,66,Bayridge_bk
92,14,43,Bayridge_bk
93,15,34,Bayridge_bk
94,16,24,Bayridge_bk
95,17,21,Bayridge_bk
96,18,11,Bayridge_bk
97,19,17,Bayridge_bk
98,20,18,Bayridge_bk
99,21,13,Bayridge_bk
100,22,14,Bayridge_bk
101,23,11,Bayridge_bk
102,24,5,Bayridge_bk
103,25,15,Bayridge_bk
