,trip_cat,num_rides,neighbourhood
0,0,808438,upper_manhattan
1,1,1053425,upper_manhattan
2,2,571757,upper_manhattan
3,3,261453,upper_manhattan
4,4,127844,upper_manhattan
5,5,73276,upper_manhattan
6,6,49425,upper_manhattan
7,7,36811,upper_manhattan
8,8,30009,upper_manhattan
9,9,20634,upper_manhattan
10,10,12375,upper_manhattan
11,11,6327,upper_manhattan
12,12,3229,upper_manhattan
13,13,2234,upper_manhattan
14,14,1652,upper_manhattan
15,15,1554,upper_manhattan
16,16,2157,upper_manhattan
17,17,3465,upper_manhattan
18,18,6476,upper_manhattan
19,19,6508,upper_manhattan
20,20,4040,upper_manhattan
21,21,1735,upper_manhattan
22,22,443,upper_manhattan
23,23,167,upper_manhattan
24,24,106,upper_manhattan
25,25,476,upper_manhattan
26,0,513048,lower_manhattan
27,1,809229,lower_manhattan
28,2,513565,lower_manhattan
29,3,335422,lower_manhattan
30,4,216227,lower_manhattan
31,5,133520,lower_manhattan
32,6,78725,lower_manhattan
33,7,41343,lower_manhattan
34,8,25352,lower_manhattan
35,9,20718,lower_manhattan
36,10,17912,lower_manhattan
37,11,11818,lower_manhattan
38,12,8778,lower_manhattan
39,13,7547,lower_manhattan
40,14,5901,lower_manhattan
41,15,5519,lower_manhattan
42,16,4543,lower_manhattan
43,17,6991,lower_manhattan
44,18,4917,lower_manhattan
45,19,2926,lower_manhattan
46,20,1929,lower_manhattan
47,21,1176,lower_manhattan
48,22,468,lower_manhattan
49,23,305,lower_manhattan
50,24,220,lower_manhattan
51,25,1231,lower_manhattan
52,0,22752,Downtown_Bk
53,1,36824,Downtown_Bk
54,2,29732,Downtown_Bk
55,3,25467,Downtown_Bk
56,4,17904,Downtown_Bk
57,5,12877,Downtown_Bk
58,6,9903,Downtown_Bk
59,7,7369,Downtown_Bk
60,8,4284,Downtown_Bk
61,9,3079,Downtown_Bk
62,10,2438,Downtown_Bk
63,11,1731,Downtown_Bk
64,12,1239,Downtown_Bk
65,13,756,Downtown_Bk
66,14,422,Downtown_Bk
67,15,302,Downtown_Bk
68,16,266,Downtown_Bk
69,17,533,Downtown_Bk
70,18,451,Downtown_Bk
71,19,248,Downtown_Bk
72,20,101,Downtown_Bk
73,21,73,Downtown_Bk
74,22,33,Downtown_Bk
75,23,23,Downtown_Bk
76,24,12,Downtown_Bk
77,25,102,Downtown_Bk
78,0,639,Bayridge_bk
79,1,923,Bayridge_bk
80,2,619,Bayridge_bk
81,3,447,Bayridge_bk
82,4,260,Bayridge_bk
83,5,265,Bayridge_bk
84,6,220,Bayridge_bk
85,7,231,Bayridge_bk
86,8,152,Bayridge_bk
87,9,140,Bayridge_bk
88,10,119,Bayridge_bk
89,11,112,Bayridge_bk
90,12,72,Bayridge_bk
91,13,55,Bayridge_bk
92,14,42,Bayridge_bk
93,15,18,Bayridge_bk
94,16,28,Bayridge_bk
95,17,34,Bayridge_bk
96,18,19,Bayridge_bk
97,19,21,Bayridge_bk
98,20,10,Bayridge_bk
99,21,7,Bayridge_bk
100,22,7,Bayridge_bk
101,23,9,Bayridge_bk
102,24,7,Bayridge_bk
103,25,11,Bayridge_bk
