,trip_cat,num_rides,neighbourhood
0,0,703777,upper_manhattan
1,1,925061,upper_manhattan
2,2,519363,upper_manhattan
3,3,240946,upper_manhattan
4,4,115835,upper_manhattan
5,5,66084,upper_manhattan
6,6,45317,upper_manhattan
7,7,34292,upper_manhattan
8,8,27148,upper_manhattan
9,9,18183,upper_manhattan
10,10,10738,upper_manhattan
11,11,5585,upper_manhattan
12,12,2700,upper_manhattan
13,13,1942,upper_manhattan
14,14,1469,upper_manhattan
15,15,1316,upper_manhattan
16,16,1878,upper_manhattan
17,17,3051,upper_manhattan
18,18,6026,upper_manhattan
19,19,5833,upper_manhattan
20,20,3676,upper_manhattan
21,21,1401,upper_manhattan
22,22,366,upper_manhattan
23,23,154,upper_manhattan
24,24,86,upper_manhattan
25,25,419,upper_manhattan
26,0,491369,lower_manhattan
27,1,775276,lower_manhattan
28,2,498530,lower_manhattan
29,3,323189,lower_manhattan
30,4,206159,lower_manhattan
31,5,126419,lower_manhattan
32,6,74749,lower_manhattan
33,7,38666,lower_manhattan
34,8,23405,lower_manhattan
35,9,18942,lower_manhattan
36,10,16378,lower_manhattan
37,11,10746,lower_manhattan
38,12,8199,lower_manhattan
39,13,6803,lower_manhattan
40,14,5214,lower_manhattan
41,15,4824,lower_manhattan
42,16,3949,lower_manhattan
43,17,6225,lower_manhattan
44,18,4712,lower_manhattan
45,19,2726,lower_manhattan
46,20,1719,lower_manhattan
47,21,1138,lower_manhattan
48,22,372,lower_manhattan
49,23,255,lower_manhattan
50,24,187,lower_manhattan
51,25,1087,lower_manhattan
52,0,19707,Downtown_Bk
53,1,31772,Downtown_Bk
54,2,25799,Downtown_Bk
55,3,22164,Downtown_Bk
56,4,15240,Downtown_Bk
57,5,11051,Downtown_Bk
58,6,8800,Downtown_Bk
59,7,6504,Downtown_Bk
60,8,3668,Downtown_Bk
61,9,2671,Downtown_Bk
62,10,2234,Downtown_Bk
63,11,1437,Downtown_Bk
64,12,992,Downtown_Bk
65,13,601,Downtown_Bk
66,14,337,Downtown_Bk
67,15,228,Downtown_Bk
68,16,233,Downtown_Bk
69,17,475,Downtown_Bk
70,18,422,Downtown_Bk
71,19,239,Downtown_Bk
72,20,108,Downtown_Bk
73,21,54,Downtown_Bk
74,22,27,Downtown_Bk
75,23,16,Downtown_Bk
76,24,13,Downtown_Bk
77,25,88,Downtown_Bk
78,0,482,Bayridge_bk
79,1,724,Bayridge_bk
80,2,516,Bayridge_bk
81,3,335,Bayridge_bk
82,4,216,Bayridge_bk
83,5,198,Bayridge_bk
84,6,155,Bayridge_bk
85,7,166,Bayridge_bk
86,8,105,Bayridge_bk
87,9,112,Bayridge_bk
88,10,100,Bayridge_bk
89,11,72,Bayridge_bk
90,12,44,Bayridge_bk
91,13,39,Bayridge_bk
92,14,33,Bayridge_bk
93,15,25,Bayridge_bk
94,16,12,Bayridge_bk
95,17,29,Bayridge_bk
96,18,14,Bayridge_bk
97,19,11,Bayridge_bk
98,20,14,Bayridge_bk
99,21,8,Bayridge_bk
100,22,14,Bayridge_bk
101,23,8,Bayridge_bk
102,24,5,Bayridge_bk
103,25,6,Bayridge_bk
