,trip_cat,num_rides,neighbourhood
0,0,12973,upper_manhattan
1,1,21021,upper_manhattan
2,2,10006,upper_manhattan
3,3,5584,upper_manhattan
4,4,3264,upper_manhattan
5,5,2357,upper_manhattan
6,6,1759,upper_manhattan
7,7,1474,upper_manhattan
8,8,885,upper_manhattan
9,9,513,upper_manhattan
10,10,287,upper_manhattan
11,11,160,upper_manhattan
12,12,132,upper_manhattan
13,13,90,upper_manhattan
14,14,83,upper_manhattan
15,15,69,upper_manhattan
16,16,57,upper_manhattan
17,17,165,upper_manhattan
18,18,275,upper_manhattan
19,19,55,upper_manhattan
20,20,30,upper_manhattan
21,21,11,upper_manhattan
22,22,9,upper_manhattan
23,23,11,upper_manhattan
24,24,4,upper_manhattan
25,25,31,upper_manhattan
26,0,1,lower_manhattan
27,1,4,lower_manhattan
28,2,14,lower_manhattan
29,3,25,lower_manhattan
30,4,23,lower_manhattan
31,5,16,lower_manhattan
32,6,4,lower_manhattan
33,7,4,lower_manhattan
34,8,2,lower_manhattan
35,9,7,lower_manhattan
36,10,2,lower_manhattan
37,11,4,lower_manhattan
38,12,2,lower_manhattan
39,13,1,lower_manhattan
40,14,1,lower_manhattan
41,15,0,lower_manhattan
42,16,0,lower_manhattan
43,17,0,lower_manhattan
44,18,0,lower_manhattan
45,19,0,lower_manhattan
46,20,1,lower_manhattan
47,21,0,lower_manhattan
48,22,0,lower_manhattan
49,23,0,lower_manhattan
50,24,0,lower_manhattan
51,25,0,lower_manhattan
52,0,33791,Downtown_Bk
53,1,59454,Downtown_Bk
54,2,42789,Downtown_Bk
55,3,31902,Downtown_Bk
56,4,19852,Downtown_Bk
57,5,12348,Downtown_Bk
58,6,9725,Downtown_Bk
59,7,7172,Downtown_Bk
60,8,4365,Downtown_Bk
61,9,3340,Downtown_Bk
62,10,2562,Downtown_Bk
63,11,1969,Downtown_Bk
64,12,1591,Downtown_Bk
65,13,1020,Downtown_Bk
66,14,474,Downtown_Bk
67,15,298,Downtown_Bk
68,16,264,Downtown_Bk
69,17,426,Downtown_Bk
70,18,301,Downtown_Bk
71,19,171,Downtown_Bk
72,20,108,Downtown_Bk
73,21,63,Downtown_Bk
74,22,39,Downtown_Bk
75,23,35,Downtown_Bk
76,24,21,Downtown_Bk
77,25,132,Downtown_Bk
78,0,493,Bayridge_bk
79,1,914,Bayridge_bk
80,2,718,Bayridge_bk
81,3,491,Bayridge_bk
82,4,316,Bayridge_bk
83,5,272,Bayridge_bk
84,6,224,Bayridge_bk
85,7,251,Bayridge_bk
86,8,107,Bayridge_bk
87,9,111,Bayridge_bk
88,10,79,Bayridge_bk
89,11,71,Bayridge_bk
90,12,55,Bayridge_bk
91,13,47,Bayridge_bk
92,14,31,Bayridge_bk
93,15,18,Bayridge_bk
94,16,19,Bayridge_bk
95,17,13,Bayridge_bk
96,18,8,Bayridge_bk
97,19,11,Bayridge_bk
98,20,6,Bayridge_bk
99,21,2,Bayridge_bk
100,22,6,Bayridge_bk
101,23,5,Bayridge_bk
102,24,8,Bayridge_bk
103,25,7,Bayridge_bk
