date,locationid,trip_distance,pickup_count
2015-10-01,1,13.4,1
2015-10-01,3,2.33,6
2015-10-01,7,2.32025020851,2398
2015-10-01,8,3.28666666667,3
2015-10-01,9,0.0,1
2015-10-01,10,4.85428571429,7
2015-10-01,14,3.363,50
2015-10-01,15,6.125,2
2015-10-01,16,4.31,3
2015-10-01,17,2.50981661273,927
2015-10-01,18,2.59551020408,98
2015-10-01,19,1.35,2
2015-10-01,20,2.93240506329,79
2015-10-01,21,5.735,4
2015-10-01,22,8.47222222222,9
2015-10-01,24,1.81333333333,138
2015-10-01,25,2.7921754386,1140
2015-10-01,26,3.672,20
2015-10-01,28,4.03829787234,47
2015-10-01,29,3.14235294118,17
2015-10-01,31,4.63238095238,21
2015-10-01,32,4.1155,20
2015-10-01,33,3.37782358581,1043
2015-10-01,34,2.37723076923,65
2015-10-01,35,2.82551724138,58
2015-10-01,36,3.65963917526,194
2015-10-01,37,2.92057971014,345
2015-10-01,38,16.115,2
2015-10-01,39,2.58730769231,26
2015-10-01,40,2.69921775899,473
2015-10-01,41,2.05580564487,2799
2015-10-01,42,2.22272921109,1876
2015-10-01,43,2.08486187845,362
2015-10-01,47,2.01945205479,73
2015-10-01,49,2.85507736944,1034
2015-10-01,51,3.25133333333,15
2015-10-01,52,2.95556430446,381
2015-10-01,53,5.18909090909,11
2015-10-01,54,3.29074074074,54
2015-10-01,55,4.34612244898,49
2015-10-01,56,2.53315217391,92
2015-10-01,57,2.37133333333,15
2015-10-01,58,1.4,1
2015-10-01,59,2.48,4
2015-10-01,60,2.81682926829,41
2015-10-01,61,2.84914054601,989
2015-10-01,62,3.09933333333,165
2015-10-01,63,2.4975,8
2015-10-01,65,3.24088664422,891
2015-10-01,66,3.59363428571,875
2015-10-01,67,8.1475,4
2015-10-01,69,2.3254978355,231
2015-10-01,70,2.91238095238,63
2015-10-01,71,3.62736842105,38
2015-10-01,72,3.18775,40
2015-10-01,73,5.045,4
2015-10-01,74,2.28449942463,2607
2015-10-01,75,2.41338565822,2803
2015-10-01,76,3.99754385965,57
2015-10-01,77,2.67903225806,31
2015-10-01,78,2.262,100
2015-10-01,80,2.63832720588,544
2015-10-01,81,3.63555555556,9
2015-10-01,82,2.27902953586,1896
2015-10-01,83,2.40676156584,281
2015-10-01,85,2.66164835165,91
2015-10-01,86,11.15,1
2015-10-01,89,2.97783625731,171
2015-10-01,91,3.49055555556,18
2015-10-01,92,3.44755980861,627
2015-10-01,93,4.04769230769,39
2015-10-01,94,2.37169811321,53
2015-10-01,95,2.59073170732,1353
2015-10-01,97,2.77427016645,1562
2015-10-01,98,2.315,2
2015-10-01,101,4.58,1
2015-10-01,102,2.89363636364,11
2015-10-01,106,3.43948186528,193
2015-10-01,108,8.42,1
2015-10-01,111,3.36,1
2015-10-01,112,2.9024335813,941
2015-10-01,116,2.75859338061,846
2015-10-01,117,9.56666666667,6
2015-10-01,119,3.31411764706,119
2015-10-01,120,3.4,11
2015-10-01,121,3.55723076923,65
2015-10-01,122,0.995,2
2015-10-01,123,2.6475,8
2015-10-01,124,5.93,2
2015-10-01,126,2.2415942029,69
2015-10-01,127,3.50830985915,213
2015-10-01,128,3.02166666667,6
2015-10-01,129,2.31397329943,1573
2015-10-01,130,3.28440322581,620
2015-10-01,131,4.23166666667,6
2015-10-01,132,9.56818181818,11
2015-10-01,133,3.16038461538,26
2015-10-01,134,2.91774530271,479
2015-10-01,135,3.98823529412,34
2015-10-01,136,2.48940298507,67
2015-10-01,138,3.83227272727,22
2015-10-01,141,0.0,1
2015-10-01,145,3.17471343874,1012
2015-10-01,146,2.52630372493,349
2015-10-01,147,3.40975609756,41
2015-10-01,149,2.0746875,32
2015-10-01,150,6.425,6
2015-10-01,151,0.6,1
2015-10-01,152,2.65830866808,473
2015-10-01,153,1.89456521739,46
2015-10-01,154,12.7,1
2015-10-01,155,3.75888888889,9
2015-10-01,157,3.20107142857,28
2015-10-01,159,2.22044217687,294
2015-10-01,160,4.55916666667,12
2015-10-01,162,2.9,1
2015-10-01,165,4.47222222222,9
2015-10-01,166,2.64465606191,2326
2015-10-01,167,2.03795918367,98
2015-10-01,168,2.97838174274,241
2015-10-01,169,2.08043956044,91
2015-10-01,171,0.42,2
2015-10-01,173,2.09308441558,308
2015-10-01,174,3.33045112782,133
2015-10-01,175,0.07,2
2015-10-01,177,3.15481132075,106
2015-10-01,178,7.09,2
2015-10-01,179,2.4316,300
2015-10-01,180,2.132,5
2015-10-01,181,2.58247518973,1713
2015-10-01,182,2.23179104478,134
2015-10-01,183,3.65444444444,27
2015-10-01,184,3.87285714286,14
2015-10-01,185,3.56545454545,33
2015-10-01,188,2.76908783784,296
2015-10-01,189,3.11896024465,327
2015-10-01,190,3.14985294118,68
2015-10-01,191,7.06,10
2015-10-01,192,4.20377777778,45
2015-10-01,193,1.36737588652,141
2015-10-01,194,2.465,2
2015-10-01,195,3.97957264957,117
2015-10-01,196,2.89019607843,357
2015-10-01,197,2.45264705882,34
2015-10-01,198,3.63875,32
2015-10-01,200,2.725,4
2015-10-01,201,14.2,1
2015-10-01,202,3.62090909091,11
2015-10-01,205,8.16666666667,3
2015-10-01,207,0.262666666667,15
2015-10-01,208,2.81068965517,29
2015-10-01,210,1.81796296296,216
2015-10-01,212,2.44392156863,102
2015-10-01,213,2.57,40
2015-10-01,215,4.93272727273,11
2015-10-01,216,5.93321428571,28
2015-10-01,217,2.42255319149,94
2015-10-01,218,3.65285714286,7
2015-10-01,219,6.31166666667,6
2015-10-01,220,2.30328767123,73
2015-10-01,222,5.42777777778,9
2015-10-01,223,2.40204123711,970
2015-10-01,225,2.92305,400
2015-10-01,226,2.66893695921,809
2015-10-01,227,2.68818181818,11
2015-10-01,228,3.33496402878,139
2015-10-01,235,2.57493975904,83
2015-10-01,236,1.99324324324,185
2015-10-01,240,3.598,10
2015-10-01,241,3.15569230769,65
2015-10-01,242,2.98893129771,131
2015-10-01,243,3.39455040872,367
2015-10-01,244,4.02510743802,1210
2015-10-01,247,3.76153061224,490
2015-10-01,248,2.89533333333,45
2015-10-01,250,2.33549295775,71
2015-10-01,252,2.66,1
2015-10-01,253,2.54,3
2015-10-01,254,2.88041666667,24
2015-10-01,255,2.91143047534,2251
2015-10-01,256,2.81777777778,1098
2015-10-01,257,2.904375,64
2015-10-01,258,3.35833333333,18
2015-10-01,259,0.0,1
2015-10-01,260,2.11459459459,925
2015-10-01,262,11.9866666667,3
2015-10-01,263,3.6627027027,37
2015-10-02,3,3.92875,8
2015-10-02,7,2.22656443719,3065
2015-10-02,8,2.485,4
2015-10-02,9,2.28,1
2015-10-02,10,4.4985,20
2015-10-02,11,4.75,2
2015-10-02,14,4.253,60
2015-10-02,15,15.815,2
2015-10-02,16,2.27894736842,19
2015-10-02,17,2.34499545041,1099
2015-10-02,18,2.45330935252,139
2015-10-02,19,2.43,2
2015-10-02,20,2.66794392523,107
2015-10-02,21,11.82,8
2015-10-02,22,2.65777777778,9
2015-10-02,24,1.95776041667,192
2015-10-02,25,2.71906549521,1252
2015-10-02,26,3.92807692308,26
2015-10-02,28,3.42930232558,43
2015-10-02,29,2.7675,12
2015-10-02,31,3.863125,16
2015-10-02,32,2.48233333333,30
2015-10-02,33,3.01301710731,1286
2015-10-02,34,2.79714285714,98
2015-10-02,35,2.44635135135,74
2015-10-02,36,2.87842975207,242
2015-10-02,37,2.53513333333,450
2015-10-02,38,3.175,2
2015-10-02,39,2.90233333333,30
2015-10-02,40,2.98886690647,556
2015-10-02,41,2.01818681319,3276
2015-10-02,42,2.22449978156,2289
2015-10-02,43,2.16877492877,351
2015-10-02,46,2.9,1
2015-10-02,47,2.75605769231,104
2015-10-02,49,2.62221804511,1330
2015-10-02,51,4.0875,24
2015-10-02,52,2.88148676171,491
2015-10-02,53,2.97428571429,7
2015-10-02,54,3.57536231884,69
2015-10-02,55,6.42619047619,63
2015-10-02,56,2.40379844961,129
2015-10-02,57,2.23625,16
2015-10-02,58,0.0,1
2015-10-02,59,3.6325,4
2015-10-02,60,3.00305084746,59
2015-10-02,61,2.67919940697,1349
2015-10-02,62,2.94119266055,218
2015-10-02,63,2.17111111111,9
2015-10-02,64,14.37,2
2015-10-02,65,2.77952076677,939
2015-10-02,66,3.38197938144,970
2015-10-02,67,3.324,5
2015-10-02,69,2.12674418605,301
2015-10-02,70,2.58208333333,96
2015-10-02,71,1.755,38
2015-10-02,72,4.01413793103,58
2015-10-02,73,3.694,10
2015-10-02,74,2.24594910591,2908
2015-10-02,75,2.3045566343,3090
2015-10-02,76,3.43585858586,99
2015-10-02,77,2.9012,25
2015-10-02,78,2.08643564356,101
2015-10-02,80,2.53425,720
2015-10-02,81,2.96625,8
2015-10-02,82,2.14961002786,2513
2015-10-02,83,2.01310447761,335
2015-10-02,85,2.66373831776,107
2015-10-02,86,7.325,2
2015-10-02,89,3.69842741935,248
2015-10-02,91,2.58260869565,23
2015-10-02,92,2.90322378717,639
2015-10-02,93,4.08551724138,29
2015-10-02,94,1.7537037037,81
2015-10-02,95,2.46643924626,1539
2015-10-02,96,2.33333333333,3
2015-10-02,97,2.52564675325,1925
2015-10-02,98,10.228,5
2015-10-02,101,6.8,1
2015-10-02,102,2.91,11
2015-10-02,106,2.69309236948,249
2015-10-02,108,1.25666666667,3
2015-10-02,111,2.685,2
2015-10-02,112,2.67179591837,1470
2015-10-02,116,2.54681318681,910
2015-10-02,117,7.275,4
2015-10-02,118,0.0,2
2015-10-02,119,2.06220183486,109
2015-10-02,120,3.97571428571,14
2015-10-02,121,2.9175,80
2015-10-02,122,4.6575,8
2015-10-02,123,2.42727272727,11
2015-10-02,124,1.85,1
2015-10-02,126,2.32431578947,95
2015-10-02,127,3.18208333333,240
2015-10-02,128,2.78263157895,19
2015-10-02,129,2.13386597938,1940
2015-10-02,130,3.28556616644,733
2015-10-02,131,5.70454545455,11
2015-10-02,132,2.48642857143,14
2015-10-02,133,3.05435897436,39
2015-10-02,134,2.71835889571,652
2015-10-02,135,2.99363636364,22
2015-10-02,136,2.43415730337,89
2015-10-02,138,5.264,15
2015-10-02,139,5.88,1
2015-10-02,145,3.26093953488,1075
2015-10-02,146,2.46055851064,376
2015-10-02,147,2.79242424242,66
2015-10-02,148,5.2,1
2015-10-02,149,2.35535714286,28
2015-10-02,150,1.54,4
2015-10-02,152,2.43547206166,519
2015-10-02,153,2.54730769231,52
2015-10-02,154,4.99,4
2015-10-02,155,2.943,10
2015-10-02,157,2.62452380952,42
2015-10-02,159,2.22460410557,341
2015-10-02,160,2.57777777778,18
2015-10-02,165,2.9,8
2015-10-02,166,2.44,2513
2015-10-02,167,2.23055555556,126
2015-10-02,168,2.56030821918,292
2015-10-02,169,2.072,135
2015-10-02,170,9.6,1
2015-10-02,171,5.72714285714,7
2015-10-02,173,1.92283292978,413
2015-10-02,174,3.49231155779,199
2015-10-02,175,7.34,2
2015-10-02,177,2.81427419355,124
2015-10-02,178,3.82625,8
2015-10-02,179,2.24061085973,442
2015-10-02,180,2.88285714286,7
2015-10-02,181,2.53061178587,2223
2015-10-02,182,3.00430555556,144
2015-10-02,183,4.164,30
2015-10-02,184,3.807,20
2015-10-02,185,3.30428571429,70
2015-10-02,188,2.58080103359,387
2015-10-02,189,2.72507968127,502
2015-10-02,190,2.91428571429,56
2015-10-02,191,7.85571428571,7
2015-10-02,192,4.15916666667,36
2015-10-02,193,1.60597633136,169
2015-10-02,194,0.81,3
2015-10-02,195,3.98482269504,141
2015-10-02,196,2.7276169265,449
2015-10-02,197,2.2698245614,57
2015-10-02,198,3.07625,40
2015-10-02,200,3.63466666667,15
2015-10-02,202,4.33136363636,22
2015-10-02,203,0.0,1
2015-10-02,205,2.70555555556,9
2015-10-02,206,0.34,2
2015-10-02,207,0.13,17
2015-10-02,208,3.88970588235,34
2015-10-02,210,1.83299295775,284
2015-10-02,212,2.69970873786,103
2015-10-02,213,2.74380952381,63
2015-10-02,215,3.714,20
2015-10-02,216,4.45441176471,34
2015-10-02,217,2.38373134328,67
2015-10-02,218,2.02,1
2015-10-02,219,4.92,2
2015-10-02,220,2.31445783133,83
2015-10-02,222,2.045,2
2015-10-02,223,2.2578429878,1312
2015-10-02,225,2.66156133829,538
2015-10-02,226,2.73218712029,823
2015-10-02,227,3.212,15
2015-10-02,228,3.22801324503,151
2015-10-02,235,2.43237623762,101
2015-10-02,236,2.69177142857,175
2015-10-02,240,2.71888888889,9
2015-10-02,241,2.29578313253,83
2015-10-02,242,2.7462345679,162
2015-10-02,243,3.44797560976,410
2015-10-02,244,3.66649926145,1354
2015-10-02,245,3.23,1
2015-10-02,247,2.57437219731,446
2015-10-02,248,2.99296875,64
2015-10-02,250,2.39983193277,119
2015-10-02,252,1.6,1
2015-10-02,253,2.085,2
2015-10-02,254,3.62,37
2015-10-02,255,2.78131153068,2966
2015-10-02,256,2.71051480959,1418
2015-10-02,257,2.80151515152,66
2015-10-02,258,1.49142857143,14
2015-10-02,259,0.13,1
2015-10-02,260,2.13585466557,1211
2015-10-02,262,2.188,5
2015-10-02,263,2.79545454545,44
2015-10-03,1,2.95,2
2015-10-03,3,4.43235294118,17
2015-10-03,7,2.57226658284,3181
2015-10-03,8,4.0975,4
2015-10-03,9,2.775,2
2015-10-03,10,6.974,5
2015-10-03,11,6.8,1
2015-10-03,14,4.74923076923,52
2015-10-03,16,3.5625,8
2015-10-03,17,2.60052993131,1019
2015-10-03,18,2.71112068966,116
2015-10-03,19,3.32,2
2015-10-03,20,3.11302083333,96
2015-10-03,21,2.735,6
2015-10-03,22,4.576,10
2015-10-03,24,2.61083333333,168
2015-10-03,25,2.63977044476,1394
2015-10-03,26,3.87,12
2015-10-03,28,5.00171428571,35
2015-10-03,29,4.045,4
2015-10-03,31,5.62,19
2015-10-03,32,4.0325,20
2015-10-03,33,3.04886363636,1188
2015-10-03,34,2.75111111111,36
2015-10-03,35,2.83014285714,70
2015-10-03,36,2.95922897196,428
2015-10-03,37,2.86544283414,621
2015-10-03,38,1.925,2
2015-10-03,39,5.62869565217,23
2015-10-03,40,3.03214642263,601
2015-10-03,41,2.32833754741,3164
2015-10-03,42,2.45171890799,1978
2015-10-03,43,2.36810077519,258
2015-10-03,46,0.0,1
2015-10-03,47,2.97914893617,47
2015-10-03,49,2.83679439941,1357
2015-10-03,51,4.30421052632,19
2015-10-03,52,3.05509513742,473
2015-10-03,53,5.77428571429,7
2015-10-03,54,2.8015,60
2015-10-03,55,7.76619047619,42
2015-10-03,56,2.52551401869,107
2015-10-03,57,4.42235294118,17
2015-10-03,59,2.138,5
2015-10-03,60,3.12404761905,42
2015-10-03,61,2.966232,1250
2015-10-03,62,2.92489247312,186
2015-10-03,63,4.39875,8
2015-10-03,65,2.96835135135,740
2015-10-03,66,3.47311258278,755
2015-10-03,67,3.37,4
2015-10-03,69,2.11924050633,158
2015-10-03,70,2.80593023256,86
2015-10-03,71,2.96529411765,34
2015-10-03,72,3.36972972973,37
2015-10-03,73,8.5,5
2015-10-03,74,2.391889263,2673
2015-10-03,75,2.55200382592,2091
2015-10-03,76,3.19987179487,78
2015-10-03,77,3.91260869565,23
2015-10-03,78,3.65623376623,77
2015-10-03,80,2.81777347531,1033
2015-10-03,81,9.2,1
2015-10-03,82,2.37386042759,2479
2015-10-03,83,2.22506622517,302
2015-10-03,85,2.81914893617,94
2015-10-03,89,3.58603092784,194
2015-10-03,91,2.80066666667,30
2015-10-03,92,3.32721649485,582
2015-10-03,93,7.4223364486,214
2015-10-03,94,2.44849056604,53
2015-10-03,95,3.07476482618,978
2015-10-03,96,3.89,2
2015-10-03,97,2.70594282849,1994
2015-10-03,98,5.09,2
2015-10-03,101,0.6,2
2015-10-03,102,2.94375,8
2015-10-03,106,3.00548961424,337
2015-10-03,108,1.1,1
2015-10-03,111,2.63714285714,7
2015-10-03,112,3.08767073171,1640
2015-10-03,115,2.17,1
2015-10-03,116,3.07306951872,935
2015-10-03,117,0.0,1
2015-10-03,118,0.0,1
2015-10-03,119,3.26666666667,84
2015-10-03,120,4.04,5
2015-10-03,121,4.308,20
2015-10-03,122,6.56166666667,6
2015-10-03,123,2.52666666667,3
2015-10-03,125,1.28,1
2015-10-03,126,2.70238095238,63
2015-10-03,127,3.77187214612,219
2015-10-03,128,1.145,6
2015-10-03,129,2.32957692308,1820
2015-10-03,130,3.51766159696,526
2015-10-03,131,2.95333333333,6
2015-10-03,132,13.2555555556,9
2015-10-03,133,4.36181818182,22
2015-10-03,134,3.15370242215,289
2015-10-03,135,3.93235294118,17
2015-10-03,136,2.9293442623,61
2015-10-03,138,1.27285714286,7
2015-10-03,139,4.14,1
2015-10-03,145,3.63611344538,952
2015-10-03,146,2.72138554217,332
2015-10-03,147,2.73305555556,36
2015-10-03,149,9.21,3
2015-10-03,150,1.2,1
2015-10-03,151,1.1,1
2015-10-03,152,3.05353053435,524
2015-10-03,153,2.7584,50
2015-10-03,154,10.63,1
2015-10-03,155,4.72909090909,11
2015-10-03,157,3.38371428571,35
2015-10-03,159,2.68424390244,205
2015-10-03,160,3.71944444444,18
2015-10-03,165,3.52428571429,7
2015-10-03,166,2.71234126984,1764
2015-10-03,167,2.33506666667,75
2015-10-03,168,2.92754310345,232
2015-10-03,169,2.86095238095,84
2015-10-03,171,1.85,4
2015-10-03,173,1.72837606838,351
2015-10-03,174,3.3650617284,81
2015-10-03,175,1.6,1
2015-10-03,177,3.365,94
2015-10-03,178,3.74,2
2015-10-03,179,2.82913793103,348
2015-10-03,180,8.406,5
2015-10-03,181,2.75493528184,2395
2015-10-03,182,3.83614583333,96
2015-10-03,183,3.80363636364,11
2015-10-03,184,3.43727272727,11
2015-10-03,185,3.12571428571,28
2015-10-03,187,0.77,1
2015-10-03,188,3.60900355872,281
2015-10-03,189,2.75067434211,608
2015-10-03,190,3.26085470085,234
2015-10-03,191,2.09285714286,7
2015-10-03,192,3.765,18
2015-10-03,193,2.37139534884,129
2015-10-03,194,8.676,5
2015-10-03,195,6.50670807453,322
2015-10-03,196,2.9504950495,505
2015-10-03,197,3.97103448276,29
2015-10-03,198,2.85080645161,62
2015-10-03,200,3.94333333333,6
2015-10-03,202,6.87739130435,23
2015-10-03,203,5.715,2
2015-10-03,205,1.64,3
2015-10-03,208,4.97268292683,41
2015-10-03,210,3.01661290323,124
2015-10-03,212,3.39935483871,62
2015-10-03,213,3.51093023256,43
2015-10-03,214,9.7,1
2015-10-03,215,5.18666666667,6
2015-10-03,216,3.6671875,32
2015-10-03,217,2.81861538462,65
2015-10-03,218,12.675,4
2015-10-03,219,5.4675,4
2015-10-03,220,2.82488372093,86
2015-10-03,221,3.22,1
2015-10-03,222,4.17666666667,3
2015-10-03,223,2.94355314961,1016
2015-10-03,225,2.84563474388,449
2015-10-03,226,2.8743457383,833
2015-10-03,227,5.0896,25
2015-10-03,228,3.45657303371,178
2015-10-03,235,2.56753246753,77
2015-10-03,236,2.91444444444,144
2015-10-03,240,3.35,3
2015-10-03,241,2.88867647059,68
2015-10-03,242,3.333625,80
2015-10-03,243,3.76305039788,377
2015-10-03,244,3.80642710472,974
2015-10-03,247,2.5979375,320
2015-10-03,248,3.40088888889,45
2015-10-03,250,4.3436,50
2015-10-03,252,0.0,2
2015-10-03,253,5.84,20
2015-10-03,254,3.50535714286,28
2015-10-03,255,3.24373790022,4029
2015-10-03,256,2.89225289895,1811
2015-10-03,257,3.55302325581,86
2015-10-03,258,3.03391304348,23
2015-10-03,259,2.62888888889,9
2015-10-03,260,2.37911660777,1132
2015-10-03,262,1.865,4
2015-10-03,263,2.79025641026,39
2015-10-04,1,15.3,1
2015-10-04,3,2.59875,8
2015-10-04,7,2.92570559148,2629
2015-10-04,8,4.8875,4
2015-10-04,9,3.57,1
2015-10-04,10,6.914,10
2015-10-04,11,3.41,3
2015-10-04,14,4.08730769231,52
2015-10-04,15,16.25,1
2015-10-04,16,3.08692307692,13
2015-10-04,17,2.70012429379,885
2015-10-04,18,3.29818181818,77
2015-10-04,19,3.38333333333,3
2015-10-04,20,3.42040540541,74
2015-10-04,21,2.69888888889,9
2015-10-04,22,5.62142857143,7
2015-10-04,24,2.27755395683,139
2015-10-04,25,3.18838041431,1062
2015-10-04,26,3.00666666667,12
2015-10-04,28,3.67916666667,24
2015-10-04,29,9.08,5
2015-10-04,31,4.30217391304,23
2015-10-04,32,2.97222222222,9
2015-10-04,33,3.39429723502,868
